author,nc_state,paper_count,topic_assignments,num_topics,shannon_entropy,normalized_shannon,blau_index,hhi,rao_stirling
"Bartholomew, Holly P.",False,9,283,67,3.758784098022384,0.8939497933066104,0.9721934348037808,0.027806565196219202,0.17362675850308731
"Latif, Tahmid",True,9,283,67,3.758784098022384,0.8939497933066104,0.9721934348037808,0.027806565196219202,0.17362675850308731
"Ristaino, Jean Beagle",False,9,283,67,3.758784098022384,0.8939497933066104,0.9721934348037808,0.027806565196219202,0.17362675850308731
"Maissin, Henri",False,10,219,49,3.641121123986466,0.9355830549920642,0.9705385625820979,0.029461437417902043,0.1726894757643536
"Wells, M. Scott",False,3,36,30,3.3379352076093354,0.9814000285917238,0.9614197530864197,0.03858024691358025,0.17233733781913033
"Ethridge, Sandra R.",False,5,141,46,3.63849066591986,0.9503346720474775,0.9709773150243951,0.02902268497560485,0.17211505863212964
"Koptyug, Igor V.",False,5,100,37,3.5201915829111012,0.9748744413669915,0.9684,0.0316,0.17057054958027057
"Mikolajick, Thomas",False,18,344,67,3.7267388625314712,0.8863284905404751,0.971623174689021,0.02837682531097891,0.16950303302383862
"Schroeder, Uwe",False,18,344,67,3.7267388625314712,0.8863284905404751,0.971623174689021,0.02837682531097891,0.16950303302383862
"Theis, Thomas",True,84,1939,67,3.7050846345410617,0.881178476032745,0.9712077039759067,0.028792296024093278,0.1680660481140255
"Broughton, Rachel",True,12,318,67,3.73961398752947,0.8893905752547351,0.9717574463035481,0.028242553696451886,0.16784645073052756
"Hare, Andrew T.",False,12,275,64,3.7323051777401535,0.8974296951683202,0.9717157024793388,0.02828429752066116,0.1667451869559309
"Sederoff, Ronald",False,5,149,47,3.646482913512855,0.9471021089927188,0.9711274266924913,0.028872573307508677,0.16646074998589108
"Coin, Lachlan J. M.",False,4,112,42,3.6026324013154456,0.9638712805681465,0.9705038265306123,0.02949617346938775,0.16601989850382765
"David, Maria",False,4,112,42,3.6026324013154456,0.9638712805681465,0.9705038265306123,0.02949617346938775,0.16601989850382765
"Groves, Russell L.",False,6,175,50,3.660606765449419,0.9357324229356849,0.9711020408163266,0.02889795918367347,0.16373557023234017
"Huseth, Anders",True,16,485,67,3.725929441617257,0.8861359863582475,0.9714698692740993,0.028530130725900733,0.16248494367015243
"Marshall, Anna-Maria",False,6,169,49,3.6522979739942127,0.9384549373380124,0.9709744056580651,0.029025594341934805,0.1622331536204206
"Dieffenderfer, James",True,10,310,67,3.7310949584198623,0.8873644987062806,0.9714880332986473,0.02851196670135275,0.1616788396047947
"Pan, Meichen",False,10,310,67,3.7310949584198623,0.8873644987062806,0.9714880332986473,0.02851196670135275,0.1616788396047947
"Yao, Shanshan",True,4,85,37,3.532687841400475,0.9783351288685312,0.9691349480968858,0.030865051903114185,0.16075759251229554
"Chin, Jason",False,2,39,32,3.414739581313256,0.9852855719775779,0.965154503616042,0.03484549638395791,0.1604636700386417
"Toit, Lindsey J.",False,2,39,32,3.414739581313256,0.9852855719775779,0.965154503616042,0.03484549638395791,0.1604636700386417
"Bohlmann, Jörg",False,3,68,35,3.500578252535759,0.9845950922367048,0.9684256055363322,0.031574394463667825,0.16031666539411277
"Dunne, Jeffrey",True,4,103,40,3.5742274291190146,0.9689195522865193,0.9699311904986332,0.030068809501366763,0.1588094221293564
"Leon, Ramon G.",False,35,897,68,3.717154107130893,0.8809449743559011,0.9711822761117512,0.02881772388824882,0.15836042740193262
"Schmidt, Andreas B.",False,11,246,49,3.62071230005344,0.9303390245976152,0.9699914072311455,0.03000859276885452,0.15773598576476913
"Chen, Min",False,2,32,31,3.422414204014729,0.9966298649991178,0.966796875,0.033203125,0.1564287356952272
"Richardson, Andrew D.",False,2,32,31,3.422414204014729,0.9966298649991178,0.966796875,0.033203125,0.1564287356952272
"Dean, Ralph A.",False,21,647,67,3.7185657742010907,0.8843846889192369,0.9711735772522808,0.02882642274771923,0.15633669902424097
"Esteves, Giovanni",True,13,338,67,3.7119181132870542,0.8828036789582759,0.971026924827562,0.028973075172437943,0.15406390824165805
"Dillon, Whalen W.",False,2,30,30,3.401197381662155,0.9999999999999999,0.9666666666666667,0.03333333333333333,0.15282658625397944
"Shen, Kun",False,5,49,30,3.261914663723176,0.9590489165110104,0.956268221574344,0.04373177842565597,0.1520341164926315
"Salas, William",False,4,100,39,3.557840391673656,0.9711424933799929,0.9696,0.0304,0.15161636360693187
"Fedorka-Cray, Paula J.",False,11,337,67,3.7068043071443033,0.8815874649313177,0.9708811383388073,0.029118861661192756,0.15136018053431877
"Oh, Yeonyee",False,11,337,67,3.7068043071443033,0.8815874649313177,0.9708811383388073,0.029118861661192756,0.15136018053431877
"Doherty, Colleen J.",False,32,884,68,3.692932566440102,0.8752046031128108,0.9706445404475748,0.029355459552425214,0.14993789542897507
"Ojiambo, Peter S.",False,2,31,30,3.389268031545795,0.996492602816679,0.9656607700312175,0.03433922996878251,0.14939192498288828
"Lehmkuhl, Soeren",True,7,180,48,3.624499188500363,0.9362725361683891,0.9703086419753086,0.02969135802469136,0.14880262034216082
"Gaire, Rupesh",False,4,69,34,3.463056738418704,0.9820484077689849,0.9666036546943919,0.03339634530560806,0.1487918236403705
"Ruzsa, Stephanie M.",False,2,43,32,3.4065666744768457,0.9829273695450707,0.9648458626284478,0.03515413737155219,0.14873849602597383
"Sozzani, Rosangela",False,60,1771,67,3.6981455888872667,0.8795281661808918,0.9706708973642418,0.029329102635758178,0.14784188411323584
"Bauer, Philip J.",False,2,35,31,3.396914420218569,0.9892041577155103,0.9648979591836735,0.035102040816326535,0.1474039446475785
"Epie, Kenedy Etone",False,2,35,31,3.396914420218569,0.9892041577155103,0.9648979591836735,0.035102040816326535,0.1474039446475785
"Stone, Kenneth C.",False,2,35,31,3.396914420218569,0.9892041577155103,0.9648979591836735,0.035102040816326535,0.1474039446475785
"Ssali, Reuben",False,4,70,34,3.4708898102775985,0.98426969847486,0.9673469387755103,0.0326530612244898,0.14729779521413097
"Matthews, Megan L.",False,6,176,47,3.613411094494072,0.9385123554455836,0.9701058884297521,0.029894111570247926,0.14599414382131395
"Gemenet, Dorcus C.",False,6,143,42,3.5694993085486026,0.9550066413274904,0.9693383539537386,0.030661646046261433,0.1443313735913005
"Carr, Megan",True,4,98,38,3.539216061803549,0.972957314657741,0.9691795085381091,0.03082049146189088,0.14401793480433395
"Rosen, Matthew S.",False,9,260,49,3.612769797324619,0.9282982051043109,0.9699112426035503,0.03008875739644971,0.1435439545987009
"Ghosh, Tushar K.",False,4,36,29,3.2848923602514346,0.9755282951378316,0.9583333333333334,0.04166666666666667,0.14345021029547234
"Borron, Abigail",False,4,99,38,3.5372109669886953,0.9724060988990456,0.9690847872666054,0.030915212733394554,0.14275341857180954
"Holland, James B.",False,50,1306,67,3.6783590598764895,0.8748223456128135,0.9702304594884255,0.029769540511574565,0.14216069385786984
"Suchoff, David H.",False,18,424,62,3.652407529278136,0.8849742190399335,0.9700516197935208,0.02994838020647917,0.14125664173145724
"Kolb, Frederic L.",False,3,65,34,3.4810316118991023,0.9871456952853698,0.9680473372781065,0.031952662721893496,0.1400787137307557
"Fei, Zhangjun",False,5,139,42,3.5693517397205965,0.9549671598208093,0.9694115211427979,0.03058847885720201,0.14003603774475085
"Hamilton, John P.",False,5,139,42,3.5693517397205965,0.9549671598208093,0.9694115211427979,0.03058847885720201,0.14003603774475085
"Swanckaert, Jolien",False,5,139,42,3.5693517397205965,0.9549671598208093,0.9694115211427979,0.03058847885720201,0.14003603774475085
"Caballero, Madison",False,2,37,31,3.3861134216518103,0.9860588348230279,0.9642074506939372,0.03579254930606283,0.13987454897695703
"Jackson, Colin",True,2,37,31,3.3861134216518103,0.9860588348230279,0.9642074506939372,0.03579254930606283,0.13987454897695703
"Hulse-Kemp, Amanda M.",False,25,700,67,3.6711019862939156,0.873096399333386,0.9701224489795919,0.029877551020408163,0.1395143697647125
"Yada, Benard",False,10,201,42,3.5567009351544314,0.9515824827738381,0.9691839310908146,0.030816068909185416,0.1370464162555879
"Kiselev, Valerij G.",False,6,94,32,3.3965802919108476,0.9800459086241935,0.9642372114078769,0.035762788592123125,0.13665172785479668
"Bradshaw, Michael J.",False,13,391,67,3.666157113773091,0.8719203627075409,0.9698916150469973,0.030108384953002675,0.13446428631227808
"Harden, Lyndy",True,13,391,67,3.666157113773091,0.8719203627075409,0.9698916150469973,0.030108384953002675,0.13446428631227808
"Leon, Ramon",False,3,30,29,3.3549875696248255,0.9963447641718791,0.9644444444444444,0.035555555555555556,0.13396028051632486
"Kudenov, Michael W.",False,47,1248,67,3.6639849452905033,0.8714037569341319,0.9698479105029586,0.03015208949704142,0.1339447039732639
"Burke, Allen N.",False,2,30,30,3.401197381662155,0.9999999999999999,0.9666666666666667,0.03333333333333333,0.13330818386079799
"Hendrickson, John",False,2,30,30,3.401197381662155,0.9999999999999999,0.9666666666666667,0.03333333333333333,0.13330818386079799
"Krogman, Sarah",False,2,30,30,3.401197381662155,0.9999999999999999,0.9666666666666667,0.03333333333333333,0.13330818386079799
"Martins, Lais Bastos",True,2,30,30,3.401197381662155,0.9999999999999999,0.9666666666666667,0.03333333333333333,0.13330818386079799
"Moore, Virginia M.",False,2,30,30,3.401197381662155,0.9999999999999999,0.9666666666666667,0.03333333333333333,0.13330818386079799
"Wiering, Nick P.",False,2,30,30,3.401197381662155,0.9999999999999999,0.9666666666666667,0.03333333333333333,0.13330818386079799
"Logan, Angus W. J.",False,8,127,34,3.4353337183000088,0.9741867555286166,0.9655899311798624,0.03441006882013764,0.1332106673397478
"Malcolmson, Steven J.",False,8,127,34,3.4353337183000088,0.9741867555286166,0.9655899311798624,0.03441006882013764,0.1332106673397478
"Daniele, Michael",True,33,924,67,3.658241360367942,0.8700377629263717,0.9697485054627912,0.030251494537208816,0.1326491424447347
"Foote, Ethan",True,3,30,30,3.401197381662155,0.9999999999999999,0.9666666666666667,0.03333333333333333,0.13239887638070072
"Prodromou, Raphael",True,5,79,32,3.3846626723713946,0.9766072105024395,0.9633071623137318,0.03669283768626823,0.13119245043764785
"Lobaton, Edgar",True,64,1913,67,3.6566311586988394,0.8696548094468054,0.9696726581736811,0.030327341826318896,0.13073205443306019
"Chukanov, Nikita V.",False,3,81,35,3.4844336566101988,0.9800541596342308,0.9678402682517909,0.03215973174820912,0.1299954116306531
"Edema, Richard",False,4,62,32,3.4394678185753205,0.9924206330311591,0.9672216441207077,0.03277835587929239,0.12990561835890702
"Gibson, Paul",False,4,62,32,3.4394678185753205,0.9924206330311591,0.9672216441207077,0.03277835587929239,0.12990561835890702
"Musana, Paul",False,4,62,32,3.4394678185753205,0.9924206330311591,0.9672216441207077,0.03277835587929239,0.12990561835890702
"Zhong, Boxuan",True,14,418,67,3.6489654741645463,0.8678316834235282,0.9694832993750143,0.030516700624985696,0.12746821793932975
"Desai, Jigar S.",False,9,230,41,3.5391094157315837,0.9530202597825024,0.9686956521739131,0.03130434782608696,0.12739106007000606
"Sihi, Debjani",True,26,671,61,3.628604223032127,0.8826843982384831,0.9693519692786752,0.0306480307213248,0.12688872926318454
"Maul, Jude",False,2,32,30,3.3790925052297327,0.9935008545662175,0.96484375,0.03515625,0.12675853524561848
"da Silva Pereira, Guilherme",False,8,170,42,3.5444647236682307,0.9483087286072458,0.9685813148788928,0.031418685121107265,0.12576309785626089
"Tabrizian, Payam",True,5,129,39,3.524634884515419,0.9620787705971876,0.9684514151793763,0.03154858482062376,0.1238989387564772
"Shakiba, Ehsan",False,4,65,33,3.45165403490088,0.987171906315916,0.9671005917159763,0.03289940828402367,0.12369237666832245
"Babar, Md. Ali",False,3,65,33,3.45165403490088,0.987171906315916,0.9671005917159763,0.03289940828402367,0.12369237666832245
"Jarquin, Diego",False,3,65,33,3.45165403490088,0.987171906315916,0.9671005917159763,0.03289940828402367,0.12369237666832245
"Smith, Jared H.",False,3,65,33,3.45165403490088,0.987171906315916,0.9671005917159763,0.03289940828402367,0.12369237666832245
"Smart, Lawrence B.",False,2,33,30,3.370480801364671,0.9909688921721816,0.9641873278236914,0.03581267217630854,0.12348488343121744
"Stack, George M.",False,2,33,30,3.370480801364671,0.9909688921721816,0.9641873278236914,0.03581267217630854,0.12348488343121744
"Yuen, Macaire M. S.",False,4,95,35,3.4751017457798223,0.9774294065386177,0.9675346260387812,0.03246537396121883,0.12213663143396081
"Carbonell, Ruben",True,2,33,30,3.370480801364671,0.9909688921721816,0.9641873278236914,0.03581267217630854,0.12187278240223706
"Goh, Yong Jun",False,15,445,67,3.633444323859735,0.864140295797895,0.9691200605984093,0.030879939401590707,0.12123329932872004
"Saville, Amanda C.",False,15,445,67,3.633444323859735,0.864140295797895,0.9691200605984093,0.030879939401590707,0.12123329932872004
"Singh, Maninder P.",False,5,123,38,3.5135840344641904,0.9659108761092486,0.9683389516821997,0.031661048317800256,0.12067755623156887
"Bowers, C. Russell",False,3,34,30,3.3632670703667635,0.9888479535178122,0.9636678200692042,0.03633217993079585,0.11839332316967134
"Reineri, Francesca",False,3,34,30,3.3632670703667635,0.9888479535178122,0.9636678200692042,0.03633217993079585,0.11839332316967134
"Moreno, Andrea M.",False,2,34,30,3.3632670703667635,0.9888479535178122,0.9636678200692042,0.03633217993079585,0.1182675141941032
"Moreno, Luisa Z.",False,2,34,30,3.3632670703667635,0.9888479535178122,0.9636678200692042,0.03633217993079585,0.1182675141941032
"Silva, Ana Paula S.",False,2,34,30,3.3632670703667635,0.9888479535178122,0.9636678200692042,0.03633217993079585,0.1182675141941032
"Nantogma, Shiraz",False,16,354,49,3.558105184378208,0.9142521781145887,0.9683360464745124,0.03166395352548757,0.11814742819998908
"Griffey, Carl A.",False,7,93,33,3.4408417931399455,0.9840796087673301,0.9668169730604694,0.033183026939530576,0.11802910703556602
"Carbajal, Esdras M.",False,2,35,30,3.357306009900858,0.9870953176672599,0.963265306122449,0.036734693877551024,0.11729641884401662
"Kenworthy, Kevin",False,2,35,30,3.357306009900858,0.9870953176672599,0.963265306122449,0.036734693877551024,0.11729641884401662
"Schwartz, Brian",False,2,35,30,3.357306009900858,0.9870953176672599,0.963265306122449,0.036734693877551024,0.11729641884401662
"Ibrahim, Amir",False,5,94,34,3.46222464784859,0.9818124447798618,0.9674060660932549,0.03259393390674513,0.11651933466529392
"Yu, Jianming",False,4,94,35,3.4769724602009293,0.9779555756755779,0.9676324128564961,0.032367587143503844,0.11619771569762118
"Macculloch, Keilian",True,3,70,33,3.440989916348196,0.9841219719556392,0.966530612244898,0.03346938775510205,0.11590555792482621
"Mcbride, Stephen J.",False,3,70,33,3.440989916348196,0.9841219719556392,0.966530612244898,0.03346938775510205,0.11590555792482621
"Cummings, Christopher L.",False,8,155,38,3.4985959641134223,0.9617905419940849,0.967741935483871,0.03225806451612903,0.11408024642003972
"Misra, Veena",True,33,971,67,3.612785776518482,0.8592270835345345,0.9686447661906938,0.031355233809306125,0.11305966305497545
"Inoa, Shannon Henriquez",True,4,62,30,3.3863091594462187,0.9956226526880775,0.9656607700312175,0.03433922996878251,0.11246146689211024
"Abdurraheem, Abubakar",False,7,121,32,3.407260079354928,0.983127443900858,0.9650980124308449,0.034901987569155114,0.11196830409455107
"Nelson, Christopher",False,7,121,32,3.407260079354928,0.983127443900858,0.9650980124308449,0.034901987569155114,0.11196830409455107
"Ryan, Matthew R.",False,8,161,35,3.46091864145796,0.9734401756457299,0.9671694764862466,0.03283052351375333,0.11181178202286579
"Adelabu, Isaiah",False,17,381,49,3.546167339559291,0.9111847587826343,0.9680286027238721,0.03197139727612788,0.11141200628121713
"Nelson, Natalie",True,17,499,67,3.6065040418000094,0.8577331016226337,0.9685021345295802,0.0314978654704198,0.1106035436592192
"Boyette, Michael D.",False,6,163,40,3.512004023036389,0.9520517183394835,0.9678949151266514,0.03210508487334864,0.10996390142794096
"Everman, Wesley J.",False,19,412,47,3.539631389375715,0.9193495303410119,0.9680224337826374,0.03197756621736262,0.10939401162820195
"Balkcom, Kipling S.",False,4,90,34,3.461073264340628,0.9814859371809013,0.9674074074074074,0.0325925925925926,0.10868663156411536
"Mulvaney, Michael J.",False,4,90,34,3.461073264340628,0.9814859371809013,0.9674074074074074,0.0325925925925926,0.10868663156411536
"Ortiz, Gerardo X.",False,6,76,30,3.3424100897640967,0.9827157070580451,0.9622576177285318,0.037742382271468145,0.10785145215754072
"Buell, C. Robin",False,7,193,42,3.5207313201834,0.9419589422674539,0.9679186018416601,0.032081398158339824,0.10776225242497137
"Khan, Awais",False,7,193,42,3.5207313201834,0.9419589422674539,0.9679186018416601,0.032081398158339824,0.10776225242497137
"Mwanga, Robert O. M.",False,7,193,42,3.5207313201834,0.9419589422674539,0.9679186018416601,0.032081398158339824,0.10776225242497137
"Woodley, Alex L.",False,10,93,31,3.4024932611985137,0.9908287534544398,0.9656607700312175,0.03433922996878252,0.10620173729955804
"Hoffmann, Mark",True,19,526,67,3.5947295885218624,0.8549327891280066,0.9682372160939149,0.0317627839060851,0.10603772882892036
"Hernandez, Ricardo",True,18,526,67,3.5947295885218624,0.8549327891280066,0.9682372160939149,0.0317627839060851,0.10603772882892036
"Schatz, Michael C.",False,3,66,32,3.420007086201757,0.9868054526136777,0.9660238751147842,0.03397612488521579,0.10572878293941511
"Marshall, David",True,14,150,32,3.4149993670617556,0.9853605302997888,0.9664,0.033600000000000005,0.10412565463319934
"Barrangou, Rodolphe",True,130,3790,67,3.588432442447295,0.8534351419407838,0.9680968525699487,0.0319031474300513,0.10361656295652585
"Tiwari, Vijay",False,5,96,33,3.4276124728356927,0.9802960275590274,0.9659288194444444,0.03407118055555556,0.1028088003168782
"Cahoon, Charles W.",False,11,220,40,3.495120415673494,0.9474748251194933,0.9675206611570248,0.03247933884297521,0.10250466116417281
"Adams, André A.",False,2,41,30,3.3416394332331185,0.9824891231687556,0.9625223081499108,0.03747769185008923,0.10110471149483433
"Riggins, Chance",False,2,29,29,3.367295829986473,0.9999999999999996,0.9655172413793104,0.034482758620689655,0.09948782677055171
"Seagroves, Richard",False,2,29,29,3.367295829986473,0.9999999999999996,0.9655172413793104,0.034482758620689655,0.09948782677055171
"Tranel, Patrick J.",False,2,29,29,3.367295829986473,0.9999999999999996,0.9655172413793104,0.034482758620689655,0.09948782677055171
"Ade, Harald",True,3,29,28,3.3194925761547527,0.9961851278990728,0.9631391200951248,0.036860879904875146,0.09868546286095253
"Grimley, Everett D.",False,2,29,29,3.367295829986473,0.9999999999999996,0.9655172413793104,0.034482758620689655,0.09823918625857037
"LeBeau, James M.",False,2,29,29,3.367295829986473,0.9999999999999996,0.9655172413793104,0.034482758620689655,0.09823918625857037
"Offerhaus, Björn",False,2,29,29,3.367295829986473,0.9999999999999996,0.9655172413793104,0.034482758620689655,0.09823918625857037
"Moore, Levi D.",False,7,190,40,3.4926701382908663,0.9468105916000448,0.9673130193905817,0.03268698060941828,0.0973334009687447
"Bozkurt, Alper",True,73,1996,67,3.5679707811674697,0.8485687549936236,0.9676763346331942,0.03232366536680577,0.0965743764734393
"Collins, Guy D.",False,4,60,31,3.4068606828886683,0.9921005758084807,0.9661111111111111,0.03388888888888889,0.09623712609705751
"Li, Song",False,2,30,29,3.3549875696248255,0.9963447641718791,0.9644444444444444,0.035555555555555556,0.09536187571426905
"Megraw, Molly",False,2,30,29,3.3549875696248255,0.9963447641718791,0.9644444444444444,0.035555555555555556,0.09536187571426905
"Town, Chris",False,2,30,29,3.3549875696248255,0.9963447641718791,0.9644444444444444,0.035555555555555556,0.09536187571426905
"Reberg-Horton, S. Chris",False,20,394,46,3.505197115600061,0.9155198287346431,0.9672498647221005,0.03275013527789946,0.0950285876857934
"Santantonio, Nicholas",False,5,92,33,3.432285334934985,0.9816324645657108,0.9664461247637051,0.0335538752362949,0.09382492016985636
"Howell, Kimberly",False,4,92,33,3.432285334934985,0.9816324645657108,0.9664461247637051,0.0335538752362949,0.09382492016985636
"Sutton, Russel",False,4,92,33,3.432285334934985,0.9816324645657108,0.9664461247637051,0.0335538752362949,0.09382492016985636
"Van Sanford, David A.",False,4,92,33,3.432285334934985,0.9816324645657108,0.9664461247637051,0.0335538752362949,0.09382492016985636
"Van Sanford, David",False,3,32,28,3.2924491076597393,0.9880693389634196,0.9609375,0.0390625,0.09202212009853118
"Basinger, Nicholas T.",True,5,126,35,3.4494572071272116,0.9702164591115049,0.9666162761400857,0.03338372385991433,0.0919735698651576
"Choudoir, Mallory J.",False,9,251,43,3.4983228140640423,0.9301081321005316,0.9671909969683021,0.032809003031697925,0.09186802936874315
"Cowger, Christina",True,12,177,32,3.4078898858053996,0.9833091676294212,0.9661336142232436,0.03386638577675636,0.09131495728188724
"Cuchiara, Maude",True,7,177,38,3.4713571284663693,0.9543023796658276,0.9669635162309681,0.03303648376903189,0.09008647985233464
"Costa, Martin",False,2,33,29,3.3284718813307355,0.9884702887373294,0.9623507805325987,0.03764921946740129,0.0895501101430318
"Lee, Bongmook",True,23,661,67,3.548002087821427,0.8438196103703157,0.9672183300871324,0.03278166991286754,0.08843194899670642
"Tabor, Jordan",True,2,33,29,3.328471881330736,0.9884702887373296,0.9623507805325987,0.03764921946740129,0.08837223630342061
"Thompson, Brendan",False,2,33,29,3.328471881330736,0.9884702887373296,0.9623507805325987,0.03764921946740129,0.08837223630342061
"Zotarelli, Lincoln",False,7,183,38,3.466463331556538,0.9529570378113822,0.9667652064857117,0.03323479351428828,0.08794433073425495
"Ariyasingha, Nuwandi M.",False,5,99,30,3.366285560816675,0.9897354322822572,0.9641873278236914,0.03581267217630854,0.08793247636435443
"Woodley, A.L.",False,5,118,34,3.4382623587536227,0.975017254972213,0.9665326055731112,0.03346739442688883,0.08731913797671326
"Colell, Johannes F. P.",False,15,238,34,3.416933042346791,0.9689687195890779,0.9655744650801497,0.0344255349198503,0.08592755210279711
"Whitehill, Justin G. A.",False,6,149,35,3.4368703213965297,0.9666761908978186,0.9662627809558129,0.033737219044187194,0.0849725360547961
"Aglasan, Serkan",True,9,208,39,3.4679412181541323,0.9466037569799934,0.966715976331361,0.03328402366863906,0.08485084562296337
"Peterson, Kaila L.",False,2,36,29,3.3139617015716873,0.9841611396480715,0.9614197530864197,0.03858024691358025,0.08262029820981284
"Vukomanovic, Jelena",True,10,269,42,3.476924393112023,0.930238557229384,0.9666809469189204,0.03331905308107958,0.08252070686210598
"DeWitt, Noah",True,11,237,40,3.4668986056771445,0.9398243148907366,0.9665829906176004,0.03341700938239953,0.08177695078752598
"Dong, Yanhong",False,5,92,32,3.407835980821124,0.9832936139387224,0.9657372400756143,0.034262759924385634,0.08149375030704645
"Iorizzo, Massimo",True,4,93,32,3.4064384239979493,0.9828903642790915,0.9656607700312175,0.03433922996878252,0.0806785463815094
"Ehlke, Nancy",False,3,57,30,3.3863855178303917,0.9956451031299673,0.9658356417359187,0.03416435826408126,0.08010370892074176
"Wayman, Sandra",False,3,57,30,3.3863855178303917,0.9956451031299673,0.9658356417359187,0.03416435826408126,0.08010370892074176
"Lee, Marissa R.",False,2,28,28,3.3322045101752034,0.9999999999999999,0.9642857142857143,0.03571428571428571,0.07992010821471876
"Kersch, Alfred",False,5,57,28,3.328563818426807,0.9989074224774381,0.96398891966759,0.036011080332409975,0.07982635863506171
"Mittmann, Terence",False,5,57,28,3.328563818426807,0.9989074224774381,0.96398891966759,0.036011080332409975,0.07982635863506171
"Johnson, P. Dewayne",False,3,57,30,3.3863855178303917,0.9956451031299673,0.9658356417359187,0.034164358264081256,0.07957795234732326
"Nimlos, Mark R.",False,3,57,30,3.3863855178303917,0.9956451031299673,0.9658356417359187,0.03416435826408126,0.0793135939612523
"Sawers, Ruairidh J. H.",False,6,146,34,3.42136287382207,0.9702249245188791,0.9659410771251642,0.0340589228748358,0.07861745642513948
"Shchepin, Roman V.",False,14,291,35,3.421212679060671,0.9622722219853349,0.9658128741984625,0.03418712580153753,0.0776542835153658
"Deal, Halston",True,5,99,31,3.3741231333720303,0.9825671828261541,0.9641873278236914,0.03581267217630854,0.0760211931167278
"La Ragione, Roberto M.",False,3,61,30,3.3720522613901176,0.9914309235832133,0.9647944101048105,0.03520558989518947,0.07472724756388748
"Thakur, Siddhartha",True,62,1734,67,3.5064757992748654,0.8339434333686836,0.9663644140063244,0.03363558599367559,0.07364880719172764
"Haas, Jannik",False,4,86,31,3.393452692060576,0.988196079364644,0.9656571119524067,0.03434288804759329,0.07196514850836148
"Bae, Junu",False,8,130,30,3.362233250253744,0.9885439958237974,0.9641420118343196,0.03585798816568048,0.07106607301958835
"Wang, Qiu",False,8,130,30,3.362233250253744,0.9885439958237974,0.9641420118343196,0.03585798816568048,0.07106607301958835
"Warren, Warren S.",False,27,546,36,3.4159616047229426,0.9532422357434628,0.9655436138952622,0.03445638610473776,0.07088942877063951
"Beisel, Chase L.",False,3,65,30,3.363521303906214,0.9889227017640684,0.9642603550295858,0.03573964497041421,0.07060990291107094
"Liu, Yuchen",True,32,904,67,3.494444603734031,0.8310820599866319,0.9661191166105412,0.03388088338945885,0.06936247665476925
"Wisser, Randall J.",False,12,294,40,3.443583362958919,0.9335039016031125,0.9659401175436161,0.03405988245638392,0.06926773943169931
"Kudenov, Michael",True,15,374,38,3.430893731954104,0.9431786853434068,0.9658268752323487,0.03417312476765134,0.06763890726817075
"Combs, Zachary A.",False,1,3,3,1.0986122886681096,0.9999999999999998,0.6666666666666667,0.3333333333333333,0.06706974290664303
"Iisa, Kristiina",False,1,3,3,1.0986122886681096,0.9999999999999998,0.6666666666666667,0.3333333333333333,0.06706974290664303
"Regula, Michael",False,1,3,3,1.0986122886681096,0.9999999999999998,0.6666666666666667,0.3333333333333333,0.06706974290664303
"Rowland, Steven M.",False,1,3,3,1.0986122886681096,0.9999999999999998,0.6666666666666667,0.3333333333333333,0.06706974290664303
"Vries, Tijmen",False,1,3,3,1.0986122886681096,0.9999999999999998,0.6666666666666667,0.3333333333333333,0.06706974290664303
"Vries, Ton",False,1,3,3,1.0986122886681096,0.9999999999999998,0.6666666666666667,0.3333333333333333,0.06706974290664303
"Pozdin, Vladimir",True,4,94,31,3.3812558398402817,0.9846442745692261,0.9649162516976008,0.03508374830239927,0.06681103375853999
"Stoffel, Kevin",False,5,120,32,3.393876110908839,0.9792656469199408,0.9652777777777778,0.03472222222222222,0.06637276039149458
"Laosuntisuk, Kanjana",True,8,202,35,3.4129814368976814,0.9599570500188689,0.9655425938633467,0.034457406136653275,0.06397822338801398
"Buol, Greg S.",False,2,28,28,3.3322045101752034,0.9999999999999999,0.9642857142857143,0.03571428571428571,0.06012024601612831
"Costa, Jose",False,2,28,28,3.3322045101752034,0.9999999999999999,0.9642857142857143,0.03571428571428571,0.06012024601612831
"Malla, Subas",False,2,28,28,3.3322045101752034,0.9999999999999999,0.9642857142857143,0.03571428571428571,0.06012024601612831
"Mugisa, Immaculate",False,2,28,28,3.3322045101752034,0.9999999999999999,0.9642857142857143,0.03571428571428571,0.06012024601612831
"Oloka, Bonny M.",False,2,28,28,3.3322045101752034,0.9999999999999999,0.9642857142857143,0.03571428571428571,0.06012024601612831
"Schmale, David G.",False,2,28,28,3.3322045101752034,0.9999999999999999,0.9642857142857143,0.03571428571428571,0.06012024601612831
"Olukolu, Bode A.",False,18,438,42,3.429706358482639,0.9176055426904826,0.9654823710931799,0.034517628906820114,0.060073728272130845
"Murphy, Joseph Paul",False,3,56,29,3.3569597666237727,0.996930455806509,0.9649234693877551,0.035076530612244895,0.05993310706670487
"Monfort, Scott",False,2,28,28,3.3322045101752034,0.9999999999999999,0.9642857142857143,0.03571428571428571,0.05966106143287706
"So, Franky",True,3,28,28,3.3322045101752034,0.9999999999999999,0.9642857142857143,0.03571428571428571,0.059545210888516165
"Chung, Ching‐Chang",False,2,28,28,3.3322045101752034,0.9999999999999999,0.9642857142857143,0.03571428571428571,0.059545210888516165
