author,nc_state,paper_count,topic_assignments,num_topics,shannon_entropy,normalized_shannon,blau_index,hhi,rao_stirling
"Baxter, I.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Baylis, Francoise",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bayo, Stanley",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beam, Shawn",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bean, E. Z.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beane, Samuel",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beasley, M. R.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beaty, Violet V.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bebber, Daniel P.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Becerra, Johana",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beck, H.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beck, John E.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beck, Scott M.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Becker, Markus M.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bedell, K. D.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bedlack, Richard S",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bednar, Amanda",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bedoya, David Guarin",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bedoya, David O. Guarin",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beilstein, M.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beissinger, Timothy M.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bekelja, K.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bekeschus, S.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bekkaoui, Faouzi",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bell, A. J.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bell, Aaron",True,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bell, Andrew J",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bell, Michelle L.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bellieny-Rabelo, Daniel",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bello Bello, Elohim",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bello, Elohim Bello",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bello, Julian C.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Benavides, Daniel",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Benevenuto, Juliana",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Benezra, Amber",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Benhabbour, S. Rahima",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bennett, Joan W.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bennett, Nathan",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bennett, Shelby",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Benoit, Robert R.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bent, Brinnae",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bentley, Alison",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Benton, Rachel",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Benucci, Gian Maria Niccolo",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Benz, Bruce",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beppler, Eric",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Berckmans, Barbara",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bereman, Michael S",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beres, Brian",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beretta, Veronica M.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Berger, Bettina",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bergerson, Joule",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bergmann, Dominique C.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bergmann, Eric",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bergner, Laura",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Berke, Terry",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Berkel, Derek B.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Berkel, Derek Van",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Berlin, Perry",True,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bernal, Julio S.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bernstein, Nirit",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bertone, Mathew",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bertone, Matthew A.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Betegon-Putze, Isabel",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beuerlein, Michaela A.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beurnier, Sebastien",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beynon, Jim",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Beyries, Keely",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bhadha, Jehangir H.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bhandari, Humnath",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bhansali, Shekhar",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bhat, A.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bhatta, Bed Prakash",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bhatta, Usha",True,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bhattacharya, Ruchi",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bhattacharyya, Jayanta",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bhide, Siddharth",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bian, Y.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bianchi, Felix J. J. A.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bias, C. Hope",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bibinov, N.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Biehl, Andreea",True,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Biernaski, Fabricio A.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bilal, Mohammad",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bilbo, Tom",True,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Biliroğlu, Ali Önder",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bilodeau, Guillaume J.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bilton, R. Jarrett",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Binder, Brad M.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bink, Marco C. A. M.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Binns, Kelly",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Birkett, Clay L.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Birkhofer, Klaus",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Birnbaum, Amanda",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bishopp, Anthony",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bisono, Arturo",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Biswas, Manik Chandra",True,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bitton, Robert",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Black, Joshua B.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Black, Sherilynn J.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blackburn, R. Kevin",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blair, R.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blake, Michael",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blake, Thomas K.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blanchard, John W.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blanco-Meneses, Monica",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blankenship, Colton D. D.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blikslager, Anthony T.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blilou, Ikram",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blocher-Juarez, Karla Azucena",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bloom, J. Dara",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bloss, Cinnamon S.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bloszies, Sean",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blue, Gwendolyn",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blum, V.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blöcher-Juárez, Karla",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blöcher-Juárez, Karla A",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Blöcher-Juárez, Karla Azucena",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bobbitt, Christopher",True,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bobnar, Vid",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bock, Clive H.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bodinayake, Champica",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boeck, Bert",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boer, Jan M.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boerner, Cameron",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bogaerts, A.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bogena, H.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boggess, Sarah L.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bohlke, John K.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bohlmann, J",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bohlmann, Jorg",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bohnenblust, Eric W.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boi, Cristiana",True,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boldt, Johannes",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boles, C.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bolger, Marie E.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bollinger, Christopher",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bolotin, Kirill",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boltersdorf, J.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bommarco, Riccardo",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bond-Lamberty, Ben",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bonilla, Carla Y.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bonilla, J.P.R.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boonham, Neil",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Borg, Mattias",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Borges, Adair L.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Borges, Bradley",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Borkiewicz, O.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bornowski, Nolan",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Borrelli, Virginia M. G.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Borst, Luke B. B.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Borthakur, Dulal",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bosch, Nadja",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bossin, Herve C.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bot, Brian M.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Botella, Miguel A.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boua, Jane-Valeriane K",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bouatta, Alida M.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boudreau, Matthew W.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boudreau, Melanie R.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bourke, Peter",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bourland, F.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bousquet, Jean",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bowen, K. L.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bowen, Kira",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bower, Anna",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bowers, Robert R.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bowman, D. T.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bowman, Daryl T.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bowman, Elizabeth A.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bowman, Kim D.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bowman, Megan J.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bowman, Peter",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boye, Kristin",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boyer, T. H.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boyer, Treavor",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boyer, Treavor H.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boyette, Michael D. D.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boykin, Deborah L",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boyle, Brian",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boyle, Colin F.H.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Boyles, Richard E. E.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bradbury, S.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bradeško, A.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bradfield, Christopher",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bradford, Benjamin Z.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bradley, Christine L.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bradley, Julie",True,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bradley, Kevin",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bradley, Latosha",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bradshaw, Jeffrey",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bradshaw, M",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bradshaw, M. J.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bradshaw, Michael J.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bragalanti, Mario",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Braidwood, Luke",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brand, T.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brandenburg, Rick L",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brandt, Tina L.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brannen, Phillip M.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Braswell, L.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Braswell, W. Evan",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Braun, Hans-Joachim",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bravo-Ureta, B.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bravo-Ureta, Boris",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Braybrook, Siobhan A.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Breau, Keith A.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Breecker, Daniel O.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Breidt, Frederick",True,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Breitschwerdt, Edward B.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brendel, Volker",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brennecka, Geoff",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brennecka, Geoff L.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brenner, Kevin",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brenninkmeyer, Gerald",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Breuer, Christian",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brewer, Jason",True,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brewer, Michael J.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brewer, Owen",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brewer, Steven",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bridges, F.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bridges, William C.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Bridgham, S. D.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Briggs, S.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brightmeyer, J.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brinkmann, Ralf-Peter",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brinton, C.M.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brito, Amelys",True,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brittin, Drew O.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Broderick, Caitlin M.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brodie, Eoin",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brokowski, Carolyn",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brooks, Bryan",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brooks, Samantha",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brooks, Samantha A.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Broome, J.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Broome, J. C.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Broome, Janet C.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Brouckaert, Marlies",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
"Broughton, Rachel A.",False,1,27,27,3.295836866004329,1.0,0.962962962962963,0.037037037037037035,0.014228280393871421
