Name,degree,weightedDegree,betweenness,closeness,eigenvector,community
Angela Post,13.0,17.0,13.582934479065187,0.25949467662482123,0.011701298900285739,185
Rachel Vann,43.0,80.0,14481.203130029518,0.30045998160073595,0.02303512696556281,185
Edward Dunphy,10.0,11.0,2.5570207570207555,0.2593298396061617,0.009204460082412129,185
Guy Collins,26.0,37.0,3933.10928230642,0.2978839839474644,0.017347910641155543,185
Ramon Leon Gonzalez,40.0,162.0,14585.999582678465,0.30759088340553775,0.027063969004404442,185
Ronnie Heiniger,15.0,24.0,1251.2031275138286,0.2722120353392232,0.010770178687708819,185
Derek Washburn,17.0,19.0,397.5708373544701,0.27198534310459693,0.012759629288646494,185
Paula Ramos Giraldo,4.0,5.0,0.0,0.2860395866176213,0.0063949313442236535,1556
Gregory Buol,11.0,14.0,159.32809264055047,0.2723028180757045,0.008642662267395636,185
Dylan Lilley,13.0,14.0,0.0,0.2581002054686265,0.008932485228925162,185
Josh Heitman,26.0,38.0,8968.015329108222,0.29412824207492794,0.014020756817428506,185
Stephanie Kulesza,18.0,25.0,2836.691093447421,0.2965316869438896,0.010744011203770637,185
Charles Cahoon,20.0,73.0,489.0708062069179,0.2790498974709501,0.016349677435330705,185
Loren Fisher,11.0,19.0,99.62817684494954,0.2658310271854143,0.00983856378687183,185
Matthew D. Inman,16.0,45.0,54.119541696433934,0.2617826226354601,0.013681762632186246,185
Michelle McGinnis,8.0,10.0,72.49631919085154,0.27239366138448706,0.0059107455622868805,185
Shuijin Hu,17.0,30.0,977.342296219055,0.2604050390687291,0.005282427822284076,185
Sean Alaric Bloszies,5.0,7.0,5.5792875122432495,0.2581002054686265,0.0037997254987377836,185
Weimin Ye,13.0,18.0,1262.2318619634136,0.29000177588350207,0.009422821336325868,185
Ramsey Lewis,8.0,9.0,405.8962420474479,0.28739880323829636,0.007127203660914716,897
Adrienne Gorny,34.0,49.0,15161.326667318555,0.3180755746007012,0.02059114003960447,185
Shannon Henriquez Inoa,8.0,9.0,441.399932420638,0.263557133634603,0.00518249826224715,185
Tao Yu,5.0,10.0,165.36520098408448,0.246602234974328,0.0018751642963665445,1470
Shengwei Zhang,5.0,11.0,53.59461648431498,0.2437677265263472,0.001807970009380415,1470
Chase Beisel,12.0,20.0,8104.164611797737,0.26617766911165447,0.011043171702384919,1685
Thomas Theis,22.0,91.0,83.36785714285715,1.0,3.1196037713615887e-8,1263
Joshua Pierce,51.0,85.0,51137.78271207217,0.26436781609195403,0.019631126639850165,25
Nataliia Vasylivna Shymanska,2.0,4.0,0.0,0.20914446721311475,0.0008757623108986781,25
Kaylib Robinson,1.0,2.0,0.0,0.2091176847227558,0.0008382974104020752,25
Soeren Lehmkuhl,9.0,29.0,4.666666666666666,0.6285714285714286,1.693267853607312e-8,1263
Shrinivas Siddhivinayak Katkam,2.0,4.0,0.0,0.2383941605839416,0.0012470420384026008,1470
Chris Nelson,5.0,8.0,0.47619047619047616,0.5641025641025641,9.551019047878233e-9,1263
Eric Gabilondo,8.0,27.0,1.833333333333333,0.25007656967840736,0.0013226522775825844,879
Ryan Newell,7.0,19.0,0.75,0.2500382789771857,0.0012752604229841627,879
Rachel Broughton,17.0,46.0,868.7306488035963,0.26973901552692436,0.003057489168811233,879
Paul Maggard,14.0,48.0,21.283333333333335,0.2503065603923973,0.001807420642446592,879
Mustapha Abdulmojeed,11.0,26.0,3.2011904761904764,0.6666666666666666,2.218750423521888e-8,1263
Ross Whetten,25.0,52.0,19404.373549026688,0.298482909888503,0.012561819542122725,1405
Juan Acosta Jaramillo,6.0,11.0,50.36746461072028,0.24405918397847856,0.0063811984325619665,1405
Colin Jackson,4.0,7.0,0.0,0.24398625429553264,0.005813538833142632,1405
Candace Haigler,17.0,21.0,7102.10574546258,0.2865917865917866,0.006437773859310456,1405
Amanda Hulse-Kemp,37.0,56.0,29726.650347839768,0.3044937534961775,0.010082153507152632,81
Grant Billings,9.0,12.0,2901.363391219518,0.28365468125759946,0.005909904544917384,81
Edgar Lobaton,93.0,198.0,173769.06317946975,0.3639402718965902,0.07285319649869303,1556
Ben Graham,5.0,5.0,0.0,0.27626459143968873,0.004786560715551681,81
Jeremy Park,13.0,14.0,5542.4402210452245,0.29897473452947637,0.012370938627434908,1556
Daniela Jones,18.0,30.0,8075.603351333687,0.3037009484842849,0.020942499090321316,897
Christine Hawkes,17.0,20.0,12353.267455805802,0.2849912739965096,0.003620823002696448,1405
Shriarjun Shastry,24.0,53.0,379.3637540764358,0.2664817232375979,0.02940010632376932,840
Eduardo Barbieri,34.0,68.0,13586.218306306473,0.2829175329175329,0.03275526095520382,840
Paul Greback-Clarke,14.0,22.0,0.888888888888889,0.261238201887698,0.019947041708421206,840
Christopher Cummings,21.0,35.0,13987.950645196199,0.2981559247763374,0.02231427207988119,840
Jennifer Pancorbo,16.0,31.0,26.22843111088471,0.26132181148983835,0.02117612749407499,840
Gary Gilleskie,16.0,31.0,26.22843111088471,0.26132181148983835,0.02117612749407499,840
Thomas Johnson,10.0,10.0,0.0,0.2610711430855316,0.015453877555860305,840
Arianna Minzoni,12.0,19.0,24.19668507913868,0.2611546457700304,0.016682963341514086,840
Maude Cuchiara,14.0,22.0,2122.8619149446163,0.3054620276842499,0.008923815947108983,879
Taufika Williams,49.0,72.0,47305.53520817799,0.26044657097288676,0.017731836049533264,1685
Ruben Carbonell,5.0,12.0,0.0,0.23232323232323232,0.0066504007183576345,840
Sobhana Sripada,20.0,33.0,4504.955609793899,0.27014061207609597,0.023414472454470356,840
Ryan Kilgore,20.0,31.0,285.2570826210651,0.2663078930202218,0.026771347143490637,840
Will Smith,12.0,12.0,0.0,0.2611546457700304,0.018555075397894204,840
Ashton Lavoie,6.0,7.0,1292.1484659000037,0.25904187817258884,0.008987378503630036,840
Shiqi Hu,21.0,23.0,419.3882777185927,0.2657012691181256,0.025180579542739116,840
Aryssa Simpson,13.0,13.0,0.0,0.26061283115225026,0.020556906577122506,840
Joseph Lavoie,15.0,17.0,2416.9169364651966,0.2699173553719008,0.021582012241264586,840
Driss Elhanafi,16.0,18.0,4107.098262060648,0.26996197718631176,0.021855652683066884,840
Ke Cheng,25.0,31.0,537.6565029466394,0.26587430804298273,0.027958283800914505,840
Bram Frohock,6.0,10.0,0.0,0.2092516658124039,0.0016548785897578227,25
Lauren Schnabel,16.0,25.0,1010.3666461194564,0.22900014023278642,0.006361091235594262,25
Jessica Gilbertie,15.0,21.0,728.2518127452669,0.22896803140773977,0.006305210197551685,25
Jennifer Daiker,6.0,10.0,0.0,0.2092516658124039,0.0016548785897578227,25
David Hardy,6.0,6.0,6.939069161135451,0.2684972048668201,0.005744845859326439,185
Denis J. Mahoney,14.0,52.0,122.61572547309866,0.2778628551982304,0.01404640076796771,185
Lisa Dean,7.0,7.0,0.0,0.2610294117647059,0.006400111209519552,185
Jonathan Allen,7.0,7.0,0.0,0.2610294117647059,0.006400111209519552,185
Amanda Kaufman,7.0,7.0,0.0,0.2610294117647059,0.006400111209519552,185
Brian Royals,9.0,17.0,34.520092279335984,0.2574897508672343,0.0060634932581839366,185
Joseph Cheek,7.0,8.0,321.3408426703344,0.271849508906276,0.003606891098226807,185
David Whitley,4.0,4.0,0.0,0.25007656967840736,0.0023361101223855684,185
Jeremy Machacek,4.0,4.0,0.0,0.25007656967840736,0.0023361101223855684,185
Carl Crozier,19.0,24.0,2336.0431394762754,0.28121232994661616,0.010169923916392237,185
Luke Gatiboni,32.0,42.0,56116.61734895964,0.3253636182506475,0.018867946464517185,879
Matthew Tilley,16.0,18.0,470.38640889100617,0.2726665553514777,0.010655756769530463,185
Rod Gurganus,13.0,13.0,0.0,0.2581002054686265,0.008932485228925162,185
Austin Brown,13.0,13.0,0.0,0.2581002054686265,0.008932485228925162,185
Adam Formella,13.0,13.0,0.0,0.2581002054686265,0.008932485228925162,185
Andrea Gibbs,13.0,13.0,0.0,0.2581002054686265,0.008932485228925162,185
Jarette Hurry,13.0,13.0,0.0,0.2581002054686265,0.008932485228925162,185
Ryan Heiniger,15.0,19.0,102.78186163482123,0.2631324524653561,0.010295230594530686,185
Matt Leary,13.0,13.0,0.0,0.2581002054686265,0.008932485228925162,185
Paul Smith,13.0,13.0,0.0,0.2581002054686265,0.008932485228925162,185
Jalynne Ward,13.0,13.0,0.0,0.2581002054686265,0.008932485228925162,185
Ames Herbert,4.0,4.0,0.0,0.2526299504950495,0.0036207650800925703,185
Mark Ray Abney,4.0,4.0,0.0,0.2526299504950495,0.0036207650800925703,185
Levi Moore,14.0,49.0,94.17578535394865,0.276404874746107,0.013729786458289912,185
David Monks,32.0,160.0,4916.543796540996,0.2942342342342342,0.021687703573187736,185
Katherine Jennings,43.0,220.0,7214.124643775109,0.29782965529819444,0.027471807915351414,185
Michael Boyette,22.0,51.0,15684.400612004225,0.3410609857978279,0.03442136517209463,185
Randy Wells,6.0,8.0,12.722919740140634,0.25716535433070864,0.005978975059288848,185
Maria Balota,5.0,12.0,0.2,0.2526690391459075,0.004553787974858528,185
Fernando Oreja,8.0,26.0,21.122784550093535,0.2670482420278005,0.009614538880031553,185
LeAnn Lux,9.0,15.0,56.07481281052319,0.2682766551667488,0.006622445337739352,185
Alan York,12.0,34.0,78.23362399585183,0.26591760299625467,0.012372545043475663,185
Richard W. Seagroves,8.0,22.0,5.5767419137094585,0.25627746390458256,0.008154327094375647,185
Dominic Reisig,35.0,65.0,16056.213089995968,0.3031934645376903,0.015242368538631467,185
Ethan Foote,13.0,18.0,211.82652689464572,0.271849508906276,0.008748780352712145,185
Brittany Pendleton,7.0,7.0,0.0,0.25740857503152587,0.005746046833095522,185
Phillip Dewayne Johnson,12.0,18.0,61.37938985432903,0.2576116106641426,0.007289318558015048,185
Shaun O'Donnell,6.0,24.0,0.0,0.25,0.0012312034130693267,879
Marcelo Mateus,6.0,6.0,0.0,0.25,0.0012312034130693267,879
Patrick TomHon,17.0,63.0,29.034523809523808,0.8148148148148148,2.769644610613035e-8,1263
Stephen McBride,12.0,24.0,9.833333333333332,0.6875,2.1704024164052995e-8,1263
Keilian Macculloch,11.0,32.0,5.701190476190476,0.6666666666666666,2.1767006572399846e-8,1263
Austin Browning,10.0,33.0,1.2011904761904761,0.6470588235294118,2.1312615090266025e-8,1263
Suyong Han,6.0,9.0,0.5,0.5789473684210527,9.966126497733277e-9,1263
Milad Abolhasani,6.0,9.0,0.5,0.5789473684210527,9.966126497733277e-9,1263
Md Ashfanoor Kabir,4.0,4.0,0.0,0.55,9.89305692629372e-9,1263
Iuliia Mandzhieva,12.0,23.0,10.142857142857144,0.6875,2.0895498374994988e-8,1263
Gina Brown-Guedira,44.0,155.0,24078.49725996017,0.29036273115220484,0.014773301638275569,1405
David Marshall,12.0,28.0,362.31205730638897,0.24289751598988546,0.0032043081717197204,1405
Lynda Whitcher,3.0,3.0,0.0,0.22511717673007994,0.0008400118041233003,1405
Sharon M. Williamson,3.0,3.0,0.0,0.22511717673007994,0.0008400118041233003,1405
Thiago Marino,2.0,5.0,0.0,0.22903225806451613,0.0006981899366861199,1405
Miguel Castillo,3.0,8.0,0.0,0.25511638806436493,0.003166925719655535,185
Stella Nhanala,2.0,3.0,0.0,0.2566802892172273,0.0017252663689495645,897
Jeanette Lyerly,11.0,32.0,476.96635589034213,0.25396578538102643,0.003623159428321347,1405
Eric Butoto,3.0,4.0,0.5,0.22906438490671904,0.0007286217248825129,1405
Jared Smith,7.0,8.0,0.0,0.23947792931514886,0.002533984144176066,1405
Ashley Schoonmaker,2.0,4.0,0.0,0.23348584501000857,0.0004666205303966042,81
Bonny Oloka,5.0,10.0,0.0,0.2597836461979001,0.004080723254369874,897
Brian Whipker,20.0,24.0,8610.000589629955,0.2890265486725664,0.007110913128407627,185
Maggie James,6.0,6.0,0.0,0.2666122448979592,0.004311963135173703,185
Zachary Winn,8.0,22.0,90.20310153020648,0.2459707787317367,0.002709796274066902,1405
Noah DeWitt,15.0,36.0,117.24247761028371,0.24300595238095238,0.003954449944915922,1405
Navin Shrestha,3.0,3.0,0.0,0.2276910206358059,0.0008113052081725699,1405
Don Jones,3.0,3.0,0.0,0.2276910206358059,0.0008113052081725699,1405
Vasu Kuraparthy,14.0,17.0,863.359236387088,0.25887761572606216,0.0025951849297995767,1405
Amy Grunden,61.0,84.0,73958.99613761542,0.3073014678208506,0.02358644118047416,40
Esleyther Henriquez Inoa,2.0,2.0,0.0,0.24549007817197835,0.0017956556853581528,185
Susana Milla-Lewis,10.0,14.0,2260.5915106244383,0.2662210629279426,0.004061355048439643,81
Jing Zhang,8.0,12.0,1707.791427337478,0.2282001117942985,0.0007876360693112853,81
Grady Miller,5.0,9.0,407.96130560960455,0.2118303281878324,0.00041781857455359023,81
Beatriz Tome Gouveia,4.0,7.0,0.0,0.21180285343709468,0.0004155298844711954,81
Esdras Carbajal Melgar,10.0,11.0,2260.5915106244383,0.2662210629279426,0.004061355048439643,81
Marcelo Costa,1.0,1.0,0.0,0.22900014023278642,0.0006664862861454581,1405
Alyssa Woodard,7.0,7.0,152.00429671047578,0.2663078930202218,0.0063418723965934926,185
Amanda L. McWhirt,3.0,3.0,0.0,0.24552698842279355,0.0020841461809067777,185
Fernando Samayoa Lopez,14.0,18.0,321.14148496815704,0.25306059197272585,0.002295616860790149,1405
Matthew Smith,2.0,2.0,0.0,0.22903225806451613,0.0007673123590476182,1405
Joe Sagues,24.0,51.0,15785.610883079515,0.2425007425007425,0.015526147126770648,735
Lillian Lower,11.0,24.0,1302.3775713601492,0.22287430053227789,0.0015501872478842042,735
Sunkyu Park,15.0,32.0,11613.017728356504,0.25169543773119607,0.008194789021470633,735
Devon Gaydos,10.0,17.0,71.77081366637768,0.22658526432634937,0.0007146883959366726,479
Chris Jones,25.0,51.0,18081.172867756522,0.2620767132081528,0.0029580547326487363,479
Shannon Jones,11.0,22.0,72.38152795209197,0.22661670829864003,0.0007561018213397814,479
Garrett Millar,7.0,7.0,0.0,0.22649098474341192,0.0006155129935104067,479
Vaclav Petras,25.0,70.0,895.151868684151,0.22705784204671858,0.001245540720479027,479
Anna Petrasova,30.0,94.0,2245.4234956021924,0.2365295480880649,0.0014070772424918231,479
Helena Mitasova,35.0,87.0,33515.497968635165,0.27422334172963897,0.003979607178904008,479
Mitchell Eaton,2.0,2.0,0.0,0.19449737970462125,0.0001461987313926385,479
Ignazio Carbone,15.0,19.0,17104.978548724644,0.27090245520902456,0.002844260795743972,1470
Lina Quesada,47.0,96.0,50480.69410997737,0.30347519048503996,0.012919554601604492,1440
Peter Ojiambo,10.0,15.0,2437.8419703059117,0.27144281914893614,0.0024987521723430447,1440
Kellyn Montgomery,13.0,13.0,8922.947917147461,0.2731682837069254,0.0033118230696217244,479
Chelsey Walden-Schreiner,9.0,13.0,29.95493139026988,0.22655382907880134,0.0007306387055524152,479
Ariel Saffer,11.0,19.0,1936.1927146490973,0.23919730481910062,0.0015509539589945215,479
Benjamin Seliger,13.0,15.0,35.0311218664604,0.22667962243198223,0.000928562611872361,479
Thomas Worm,9.0,16.0,29.95493139026988,0.22655382907880134,0.0007306387055524152,479
Laura Tateosian,16.0,20.0,9654.793678483027,0.26169871794871796,0.002744290622117322,479
Makiko Shukunobe,8.0,8.0,0.0,0.2265224025523651,0.0006998169113947189,479
Holly Lynn Menninger,2.0,2.0,0.0,0.20949326491340603,0.00008718125873561462,927
Rob Dunn,23.0,34.0,19157.994446814857,0.26492537313432835,0.0019634329292725705,927
Mallory Choudoir,2.0,2.0,0.0,0.20949326491340603,0.00008718125873561462,927
Whalen William Dillon,5.0,13.0,266.334388542241,0.2115011008936666,0.0002037669751133122,479
Christopher Galik,15.0,23.0,20311.5,0.21161072955811844,0.0001536028180094499,979
Leila Chelbi,1.0,1.0,0.0,0.17467108781687882,0.000006699150284731829,979
Megan Skrip,16.0,26.0,390.134471171943,0.23605088175773345,0.001015865738391498,479
Yu Takeuchi,12.0,23.0,4.985714285714286,0.21180285343709468,0.0006870947190877723,479
Kevin Michael Bigsby,8.0,8.0,0.0,0.21169302566761733,0.0005123805501532591,479
Khara Grieger,41.0,82.0,59568.40385356038,0.3370485036119711,0.025465507969261045,879
Danesha Carley,23.0,25.0,14579.851608166171,0.27645166751312,0.007059387174962502,1287
Yongping Yuan,3.0,3.0,0.0,0.2401117482723129,0.0008880937668214413,185
Garey Fox,7.0,7.0,1437.1345475679552,0.2733054393305439,0.002661460655421572,897
Deanna Osmond,17.0,19.0,4219.491529007152,0.2950316169828365,0.009837478640315669,185
Sandhya Chandrasekaran,3.0,3.0,0.0,0.19834811125956517,0.00019810557900591503,1280
Mark Pankow,10.0,48.0,14.333333333333336,0.1985168976416241,0.00040860852649132913,1280
Hsiao-Ying Shadow Huang,4.0,18.0,0.3333333333333333,0.19837220602526726,0.00020673620755745073,1280
Grant Scull,11.0,11.0,0.0,0.2288396860986547,0.00599524324080897,25
Ysabel Rey,11.0,11.0,0.0,0.2288396860986547,0.00599524324080897,25
Drew Koch,11.0,11.0,0.0,0.2288396860986547,0.00599524324080897,25
Ana Sheridan,14.0,16.0,2469.0098674212377,0.2583451985445341,0.011319637201171644,25
Sanika Pandit,14.0,16.0,2469.0098674212377,0.2583451985445341,0.011319637201171644,25
Jennifer Sollinger,11.0,11.0,0.0,0.2288396860986547,0.00599524324080897,25
Adrian Aligwekwe,11.0,11.0,0.0,0.2288396860986547,0.00599524324080897,25
Zhuo Tan,5.0,9.0,1.0,0.2074177568906389,0.000273669764286699,735
Paul Weinhold,3.0,3.0,0.0,0.20736507936507936,0.00025201155985171854,735
Paul Orndorff,5.0,10.0,1.0,0.2074177568906389,0.000273669764286699,735
Elizabeth Loboa,4.0,8.0,0.3333333333333333,0.20739141478282958,0.00035712625237204664,735
Liliana F. Mellor,6.0,9.0,3.0,0.20744410569105692,0.00031606463415256045,735
Rachel C. Nordberg,4.0,6.0,0.3333333333333333,0.20739141478282958,0.00035712625237204664,735
Karl Schuchard,13.0,22.0,1469.3198519030184,0.23912725142773467,0.0022011276490895514,735
Mahmoud Sharara,13.0,19.0,1322.2585760580735,0.26862970883368975,0.0038781257118101547,897
Eric Edwards,2.0,2.0,0.0,0.23649529326574945,0.0010516660549863448,897
Daniel Obenour,6.0,7.0,78.41214686900858,0.28296655692254374,0.0039008903762096613,879
Owen Duckworth,24.0,36.0,17708.032722587548,0.3147041819232993,0.010472086389238768,879
Valerie Williams,6.0,6.0,0.0,0.22121376320780275,0.0010323408708496924,1685
Benjamin Reading,15.0,16.0,15449.76577815979,0.2581818181818182,0.0018713083512824186,927
Justin Dale Schilling,6.0,6.0,0.0,0.22121376320780275,0.0010323408708496924,1685
Scott Salger,6.0,6.0,0.0,0.22121376320780275,0.0010323408708496924,1685
Craig Sullivan,6.0,6.0,0.0,0.22121376320780275,0.0010323408708496924,1685
Kevin Gross,6.0,6.0,0.0,0.22121376320780275,0.0010323408708496924,1685
Rong Reynolds,8.0,11.0,59.63803255322061,0.2609459891339086,0.004471796758633465,897
Ragy Ibrahem,7.0,7.0,0.0,0.2583860759493671,0.003973036568599875,897
Kenneth Pecota,33.0,53.0,16063.809275211706,0.3360082304526749,0.030791275433281393,897
Xiaofei Zhang,7.0,7.0,0.0,0.2583860759493671,0.003973036568599875,897
Bode Olukolu,16.0,38.0,1806.685628996762,0.27307692307692305,0.00639389083427352,897
Van-Den Truong,8.0,14.0,59.63803255322061,0.2609459891339086,0.004471796758633465,897
Sharon Williamson,7.0,10.0,0.0,0.2583860759493671,0.003973036568599875,897
Justine Neville,3.0,3.0,0.0,0.2635996771589992,0.001796491314160603,897
Ryan Emanuel,9.0,12.0,48.763138431616746,0.2678805774278215,0.002905415755973378,897
Marcelo Ardon,3.0,3.0,0.0,0.2635996771589992,0.001796491314160603,897
Ashlyn T. Young,31.0,50.0,2974.4120635473137,0.2739473242744506,0.027881044769102043,840
Jordan Tabor,8.0,12.0,0.0,0.2546390145017932,0.005242317893187784,1556
Brendan Evert,8.0,12.0,0.0,0.2546390145017932,0.005242317893187784,1556
Justin Whitehill,1.0,1.0,0.0,1.0,1.5403239158493654e-26,1641
Srivatsan Ramesh,12.0,17.0,75.66992192374092,0.2570843828715365,0.014381134559503682,840
Cranos Williams,76.0,167.0,118729.81068497317,0.35453755970473294,0.24725790890079063,1221
Rubén Rellán-Álvarez,12.0,14.0,4949.338469389569,0.2563176895306859,0.00908318890605538,1221
Terri Long,26.0,54.0,9557.00617377338,0.28306465591957014,0.028390492081555384,1221
Anna Stepanova,1.0,1.0,0.0,0.2206458586677476,0.0011845297936424403,1221
Grant Scarboro,3.0,4.0,0.0,0.26862970883368975,0.002562567386738355,81
Stephanie Ruzsa,3.0,3.0,0.0,0.26862970883368975,0.002562567386738355,81
Kanjana Laosuntisuk,7.0,11.0,336.5579287918469,0.25684177414281223,0.001650042641526722,81
Jigar Desai,6.0,10.0,227.8843099412141,0.24025305281741946,0.0008897722307872908,81
Myron Fountain,3.0,3.0,0.0,0.2256148107211937,0.0013526505917930342,1405
Christina Cowger,21.0,48.0,4054.989770456474,0.2738554418916653,0.004805678991203427,1405
Major Goodman,3.0,4.0,0.5,0.22906438490671904,0.0007286217248825129,1405
Nicole Choquette,3.0,5.0,0.5,0.22906438490671904,0.0007299520546709939,1405
Katharina Stapelmann,28.0,45.0,29951.686372744563,0.28218420597891825,0.003230653230799083,1440
Marcela Pierce,15.0,19.0,9438.944431045134,0.2871461227360647,0.003974495619373487,1405
Ricardo Hernandez,15.0,25.0,10479.870297618354,0.29239033124440467,0.004419887723792274,1440
Brayden Myers,9.0,15.0,2287.81403154361,0.2544406357120598,0.0017757497177473035,1440
Duncan Trosan,7.0,11.0,286.003714134925,0.22781808035714285,0.00025791929792852236,1440
Joseph Gage,11.0,17.0,1566.4909323473398,0.2598249801113763,0.0029998949761357104,1405
Marissa Lee,1.0,2.0,0.0,0.22181472425971205,0.00015942559568561868,1405
Jennifer Kuzma,21.0,47.0,10881.565776307341,0.29087994299964376,0.0065189101170196545,927
Nick Loschin,3.0,3.0,0.0,0.2670919201831861,0.0023978794919992173,927
Anders Huseth,51.0,120.0,89350.74713482067,0.346856414613424,0.024686352243562883,185
Thomas M. Chappell,4.0,5.0,28.14317477478974,0.2632597130420764,0.002067001631555618,185
George Kennedy,15.0,52.0,332.49854290785123,0.27482329182093573,0.00471800020846753,185
Damon D'Ambrosio,2.0,13.0,0.0,0.2576116106641426,0.001322352599744117,185
Michael Jones,1.0,1.0,0.0,0.21458607095926413,0.00017887340373172356,927
Seth Dorman,15.0,30.0,1656.536390782336,0.29524498282408246,0.006762932139344598,185
Amanda Lytle,8.0,10.0,1162.365197851419,0.29082813891362425,0.00445373644270397,1440
Emily Griffith,10.0,10.0,1451.0292461035556,0.29892000732198426,0.008514179222394237,1556
Brian Reich,25.0,39.0,21205.806804879434,0.3160441261854074,0.014848375088182842,185
Suman Majumder,8.0,8.0,0.0,0.27449991595226086,0.004109099442255763,185
Jack Bacheler,8.0,8.0,0.0,0.27449991595226086,0.004109099442255763,185
Kristen A. Hopperstad,8.0,12.0,0.0,0.27449991595226086,0.004109099442255763,185
Alana Jacobson,5.0,8.0,52.72619641576805,0.263514603840568,0.0023158153933468114,185
Saket Chandra,5.0,10.0,0.0,0.26186658114175754,0.0059019723879006804,185
Sandy Ethridge,6.0,23.0,42.33097605109803,0.2792885240294168,0.006962593665052138,185
Joseph Matthews,1.0,1.0,0.0,0.2525127570743776,0.0024488419128725594,185
Bongmook Lee,43.0,127.0,7858.276267717616,0.26982815598149373,0.02289073731056453,1556
Narayanan Ramanan,6.0,20.0,0.0,0.2299028579473462,0.0031441328265746807,1556
Veena Misra,59.0,151.0,33969.512826535625,0.29821037253469684,0.03354952667949505,1556
Alisa Rae-Ling Paterson,11.0,21.0,980.6076435637331,0.2621608604912506,0.002332248212424046,879
Allyson Mellinger,1.0,1.0,0.0,0.20665654264743102,0.0007705993699657721,1685
Leonard Collins,33.0,43.0,13104.511869784337,0.24435133921891367,0.007649882647417638,1685
Edward Breitschwerdt,6.0,8.0,0.0,0.2067873876155502,0.0013474068795856077,1685
Lirong Xiang,17.0,23.0,13812.507562550727,0.3024074074074074,0.007506745237852238,1440
Weilong He,11.0,16.0,1299.3064350877214,0.2578149668455952,0.0021450448453197777,1440
Zhenghua Zhang,8.0,10.0,106.68479069802576,0.24950343773873185,0.0016390129968020957,1440
Jianbo Zhang,6.0,6.0,0.0,0.2356081373539172,0.0010461958004388473,1440
Dilip Panthee,10.0,10.0,828.3597099515805,0.26144732628882483,0.003446540509252267,1440
Inga Meadows,8.0,8.0,319.1333440529047,0.26061283115225026,0.0024745893458395798,1440
Xingjian Li,9.0,10.0,1354.2077339233517,0.2866924157303371,0.006170273279272127,1440
Grace Kilroy,2.0,2.0,0.0,0.24333184324243778,0.0016715894471764682,185
Jason W. Nikkel,3.0,6.0,0.0,0.24988523335883703,0.0010604626763760776,879
Ming Wang,2.0,2.0,0.0,0.2566802892172273,0.0017252663689495645,897
Michael Bradshaw,5.0,10.0,1632.0,0.21332462442847813,0.00014457446005034582,1470
Brian Ward,13.0,24.0,163.02247551417287,0.24289751598988546,0.0032561250270124894,1405
Keith R Merrill,7.0,8.0,63.96489724920959,0.2403591404180159,0.002473317818829997,1405
Hamed Bostan,3.0,3.0,0.0,0.24171107164002367,0.0008270552233751442,81
Hudson Ashrafi,20.0,35.0,5073.614253964529,0.2778155835318135,0.00559233072858347,81
Massimo Iorizzo,13.0,19.0,1193.521000067679,0.273396952954964,0.003154672455058891,81
Anna Rogers,4.0,6.0,209.14840033545173,0.2475367591329392,0.0012749877131872033,1405
Matthew Krakowsky,3.0,3.0,0.0,0.22906438490671904,0.0007559268478227548,1405
Paul Nelson,3.0,3.0,0.0,0.22906438490671904,0.0007559268478227548,1405
Ryan Spurney,6.0,9.0,1.8613445378151259,0.24405918397847856,0.004538975676328255,1221
Michael Schwartz,6.0,7.0,2.278011204481792,0.24405918397847856,0.003433568628502093,1221
Ross Sozzani,46.0,101.0,39218.47590773732,0.32171000788022064,0.03630347329776587,1221
Mariah Gobble,8.0,9.0,240.23907273744365,0.27589119783747257,0.015354258070359169,1221
Megan Leigh Matthews,20.0,21.0,0.0,0.275472334682861,0.14443467664951887,1221
Imara Perera,3.0,8.0,0.0,0.2369413813116657,0.0007152605652690517,81
Tiffany Jamann,4.0,6.0,0.0,0.25015318627450983,0.0013487179089005878,1405
Peter Balint-Kurti,37.0,66.0,47638.98210368014,0.31628897927561495,0.01092439697140209,1405
Ralph Dean,25.0,56.0,47140.343215301524,0.30308092056421676,0.016654083095994993,1556
Nicole Donofrio,1.0,1.0,0.0,0.2326210826210826,0.000703041162695473,1556
Yeon Yee Oh,10.0,20.0,530.9121288752601,0.25165664971490215,0.012941729309038655,1556
William L. Franck,4.0,6.0,0.0,0.23272053584152771,0.0016273292464357902,1556
Yuchen Liu,11.0,23.0,26.333333333333336,1.0,3.1613548316310873e-13,102
Jeff Joines,3.0,7.0,0.5,0.5555555555555556,2.435790110372445e-13,1501
Russell King,5.0,10.0,1.833333333333333,0.6,3.687059664610836e-13,1501
Kristin Barletta,15.0,34.0,76.33333333333334,1.0,7.991273839966562e-13,1501
Xianyu Wu,3.0,10.0,0.0,0.19834811125956517,0.00019810557900591503,1280
Ashwin Shashidharan,8.0,12.0,1.6666666666666667,0.19463647199046483,0.00026057375032946295,479
Derek B. Van Berkel,13.0,18.0,482.2296906570742,0.21672196416721964,0.0005491272455178294,479
Ranga Vatsavai,3.0,5.0,0.0,0.19452054794520549,0.00014124794093727357,479
Christian Maltecca,10.0,11.0,1513.7705448375323,0.2628783000643915,0.008744153151591123,1405
David Roberts,28.0,93.0,762.3281609303978,0.25704391626003464,0.015847408987338423,1556
