Name,degree,weightedDegree,betweenness,closeness,eigenvector,community
Stef Elorriaga,2.0,2.0,0.0,0.23690700710866097,0.0007262893632102948,81
Katelyn Brandt,1.0,2.0,0.0,0.23649529326574945,0.006777331537003577,1685
Mandeep Kaur Riar,5.0,5.0,0.0,0.27144281914893614,0.00433171813122462,1287
Chenxi Zhang,5.0,5.0,0.0,0.27144281914893614,0.00433171813122462,1287
John Williamson,3.0,3.0,0.0,0.2532175531090092,0.001875060579441718,40
James Burton,3.0,3.0,0.0,0.2532175531090092,0.001875060579441718,40
Shaobo Cai,4.0,4.0,0.0,0.20739141478282958,0.000285310283782098,735
Mahsa Mohiti Asli,4.0,4.0,0.0,0.20739141478282958,0.000285310283782098,735
Alejandro Gutierrez-Li,0.0,0.0,0.0,0.0,1.9034521617055686e-233,8
Mary Grace,1.0,1.0,0.0,0.2091176847227558,0.0008382974104020752,25
Yeqing Kong,1.0,1.0,0.0,0.6,2.0997466564254865e-22,701
Reza Amindarbari,2.0,2.0,0.0,0.19449737970462125,0.00011937990442887893,479
Qin Yang,3.0,3.0,0.0,0.24935104596121546,0.0012220325558237395,1405
Charles Thomas Zila,3.0,4.0,33.8375412569596,0.24938912645082467,0.0014480178124675926,1405
Rachel Maguire,5.0,5.0,0.0,0.21467069804127778,0.00022946971719222113,479
Randy Jirtle,5.0,5.0,0.0,0.21467069804127778,0.00022946971719222113,479
Cathrine Hoyo,5.0,5.0,0.0,0.21467069804127778,0.00022946971719222113,479
Crissi Martinez-Brokaw,1.0,1.0,0.0,0.2091176847227558,0.0008382974104020752,25
Deniz Durmusoglu,5.0,5.0,0.0,0.20676120536844772,0.0012793192387873095,1685
Ibrahim Al'Abri,5.0,5.0,0.0,0.20676120536844772,0.0012793192387873095,1685
Zidan Li,5.0,5.0,0.0,0.20676120536844772,0.0012793192387873095,1685
Cassie Newman,7.0,8.0,1653.6483971150597,0.28800705467372134,0.003290617958244093,81
Alice R. Toms,1.0,1.0,0.0,0.23649529326574945,0.006777331537003577,1685
Brian Wiegmann,2.0,2.0,0.0,0.2015800518454512,0.00014997491831969523,927
Rukesh Chinthapatla,7.0,7.0,0.0,0.20927848263488402,0.001326314107301531,25
Nichol Henderson,7.0,7.0,0.0,0.20927848263488402,0.001326314107301531,25
Danielle Meritet,7.0,7.0,0.0,0.20927848263488402,0.001326314107301531,25
Annie Oh,7.0,7.0,0.0,0.20927848263488402,0.001326314107301531,25
Jazz Stephens,7.0,7.0,0.0,0.20927848263488402,0.001326314107301531,25
Ana-Maria Staicu,1.0,1.0,0.0,0.266873672168655,0.003234336513726522,1556
Aydin Beseli,3.0,3.0,0.0,0.26186658114175754,0.011204026966958597,1221
Gregory Reeves,3.0,3.0,0.0,0.26186658114175754,0.011204026966958597,1221
Sharva Hiremath,3.0,3.0,0.0,0.26186658114175754,0.011204026966958597,1221
Erin Marie Slabaugh,4.0,6.0,8.8,0.23801195161055239,0.0007866290287295214,81
Gary Roberson,6.0,11.0,0.0,0.25404480398257623,0.0054983916798259595,185
Jason Ward,9.0,9.0,715.8444620027328,0.2811155104148735,0.008443746224906401,185
Chad Poole,4.0,4.0,0.0,0.2311721404303511,0.0017041359977811787,185
Mohamed Youssef,4.0,4.0,0.0,0.2311721404303511,0.0017041359977811787,185
Hossam Moursi,4.0,4.0,0.0,0.2311721404303511,0.0017041359977811787,185
Cord Anthony,4.0,4.0,0.0,0.2647106500243151,0.0018857400752136204,897
Laura Merriman,4.0,4.0,0.0,0.2647106500243151,0.0018857400752136204,897
Tiffany L. Messer,2.0,2.0,0.0,0.263557133634603,0.001665627108590042,897
Eban Bean,2.0,2.0,0.0,0.263557133634603,0.001665627108590042,897
Christopher Bobbitt,1.0,1.0,0.0,0.17467108781687882,0.000006699150284731829,979
Sudhin Roy,4.0,4.0,0.0,0.2684089414858646,0.00242283645908629,48
Lingshan Li,8.0,8.0,0.0,0.26858552631578947,0.003796931008981695,48
Nrup Laljibhai Balar,8.0,8.0,0.0,0.26858552631578947,0.003796931008981695,48
Yanming Li,5.0,5.0,0.0,0.26483944210184884,0.0023320249342868625,48
Chul Woo Oh,5.0,5.0,0.0,0.26483944210184884,0.0023320249342868625,48
Micah Vandegrift,3.0,5.0,0.0,0.2656148340923878,0.0021567135049495125,897
Mai Xiong,4.0,5.0,4.99899089906485,0.22874352150161087,0.0011371880425450841,1405
Alexandr Koryachko,6.0,6.0,0.0,0.26617766911165447,0.018588295562649244,1221
Vijayakumar R.V. Somalinga,2.0,3.0,0.0,0.23513318934485242,0.0010406980720553476,40
Hongyu Ru,2.0,2.0,0.0,0.20855683269476372,0.00044219614712338255,927
Robert Om Mwanga,1.0,1.0,0.0,0.25663994970925663,0.001650782054558224,897
Natasha Olby,6.0,6.0,0.0,0.2698727483060651,0.005252373721079947,1556
Alejandra Mondino Vero,6.0,6.0,0.0,0.2698727483060651,0.005252373721079947,1556
Katharine Russell,6.0,6.0,0.0,0.2698727483060651,0.005252373721079947,1556
Catherine Gensler,6.0,6.0,0.0,0.20866342959366216,0.0005761927502443087,927
Hashem Banah,3.0,3.0,0.0,0.2782416084511842,0.0024351600885439994,1405
Emma Butzler,8.0,8.0,0.0,0.19463647199046483,0.0003985306979806209,479
Truffaut Harper,8.0,8.0,0.0,0.19463647199046483,0.0003985306979806209,479
Xavious Allen,3.0,3.0,0.0,0.24174685418208736,0.0008518895072522216,1405
Quentin Read,3.0,3.0,0.0,0.25842696629213485,0.0012965476408862355,1405
Hannah Rose Klemmer,3.0,3.0,0.0,0.23516705069124424,0.0010931497711737005,40
Joseph Herkert,2.0,2.0,0.0,0.2253968253968254,0.0002970333488950726,927
Jason Andrew Peiffer,1.0,2.0,0.0,0.22900014023278642,0.0006664862861454581,1405
Steven Pires,4.0,4.0,0.0,0.23530259365994236,0.007944770436214844,735
Jesse Daystar,4.0,4.0,0.0,0.23530259365994236,0.007944770436214844,735
Yaroslava Yingling,1.0,1.0,0.0,0.2498087807862934,0.0008468675998807444,879
Lewis Raver Braswell,6.0,6.0,0.0,0.25306059197272585,0.006377779596426661,185
Lorena Lopez,1.0,1.0,0.0,1.0,1.5403239158493654e-26,1309
Nicholas A. George,3.0,3.0,0.0,0.26587430804298273,0.0039071085691446865,897
James G. Driver,4.0,4.0,0.0,0.2544009970400374,0.0025485327945129702,185
Brandon Huber,2.0,3.0,0.0,0.24641617624867965,0.0009931795570691441,1440
Brian Jackson,6.0,7.0,222.10392713012575,0.259659723326443,0.0037516226931037146,185
Jimmy Larson,3.0,5.0,0.0,0.2314342403628118,0.0006105693241527393,81
Tom Kon,6.0,10.0,4892.0,0.23153268112859776,0.0006142187513150409,81
Gary Payne,2.0,2.0,0.0,0.2525518094648933,0.0031767160385614193,185
Christopher Clavet,2.0,4.0,0.0,0.1880469829571626,0.00002873847082937835,81
Emma Volk,4.0,5.0,120.0043936962601,0.2336194563662375,0.0016365974570453216,1405
Annie Vogel,2.0,2.0,0.0,0.1880469829571626,0.00002873847082937835,81
Patrick Veazie,8.0,9.0,285.40258046050377,0.2505754181371797,0.002126786274894968,185
KEITH STARKE,4.0,4.0,0.0,0.2691610351079611,0.0039936323053968575,185
Gregory Frey,2.0,2.0,0.0,0.2335192335192335,0.0049501140865460804,1405
Erin Sills,2.0,2.0,0.0,0.2335192335192335,0.0049501140865460804,1405
Tekan Rana,2.0,3.0,0.0,0.22043736501079914,0.00036307304348598245,1405
Megan Andrews,4.0,4.0,0.0,0.2596184419713832,0.001661607536012073,1440
Garry Grabow,2.0,2.0,0.0,0.2525518094648933,0.002783218605540977,185
Hannah Burrack,3.0,3.0,0.0,0.2548774777587014,0.0030020097784966464,185
Charles Peacock,2.0,2.0,0.0,0.18584272220325482,0.00005358395740624061,81
George Place,3.0,3.0,0.0,0.25298218435321457,0.003081099862765735,185
Christopher Thomas,4.0,4.0,0.0,0.2526299504950495,0.004074174090796465,185
Turner Sutton,4.0,4.0,0.0,0.2534140285536934,0.00414960008771175,185
Randall Weisz,5.0,10.0,0.0,0.26591760299625467,0.0054988461357237915,1405
Magen Starr Eller,1.0,1.0,0.0,0.22900014023278642,0.0006664862861454581,1405
Paul Thomas Nelson,2.0,2.0,0.0,0.22903225806451613,0.0006981899366861199,1405
Earl Taliercio,7.0,8.0,0.0,0.25150161712613583,0.001431186889689821,1287
Wayne R. Roper,4.0,4.0,0.0,0.2540052885363198,0.002776815149954358,185
Michael Wagger,4.0,4.0,0.0,0.2540052885363198,0.002776815149954358,185
Jiayuan Huang,2.0,2.0,0.0,0.55,7.635532090615887e-14,102
Baisakhi Chatterjee,4.0,4.0,0.0,0.6111111111111112,1.746254687778399e-13,102
Sonali Chaudhari,4.0,4.0,0.0,0.6111111111111112,1.746254687778399e-13,102
Rudra Dutta,4.0,4.0,0.0,0.6111111111111112,1.746254687778399e-13,102
Eric Land,3.0,7.0,0.0,0.2369413813116657,0.0007152605652690517,81
Lais Bastos Martins,2.0,2.0,0.0,0.25049854272127625,0.0017410568075413094,927
John Charles Zwonitzer,2.0,2.0,0.0,0.24931297709923664,0.0011449348322380404,1405
Bo Zhang,7.0,7.0,0.0,0.25150161712613583,0.001431186889689821,1287
Mi Kyung Sung,7.0,7.0,0.0,0.25150161712613583,0.001431186889689821,1287
Joseph W. Burton,7.0,7.0,0.0,0.25150161712613583,0.001431186889689821,1287
M. A. Mian,7.0,7.0,0.0,0.25150161712613583,0.001431186889689821,1287
Kenneth Anderson,3.0,3.0,0.0,0.2335192335192335,0.0004893757244286155,81
Ondulla Toomer,3.0,3.0,0.0,0.2335192335192335,0.0004893757244286155,81
Ramon Malheiros,3.0,3.0,0.0,0.2335192335192335,0.0004893757244286155,81
Pradeep Neupane,6.0,6.0,0.0,0.2067873876155502,0.001347406879585608,1685
Julie Bradley,6.0,6.0,0.0,0.2067873876155502,0.001347406879585608,1685
Ricardo Maggi,6.0,6.0,0.0,0.2067873876155502,0.001347406879585608,1685
Brian Herring,6.0,6.0,0.0,0.2067873876155502,0.001347406879585608,1685
Rajan Parajuli,2.0,2.0,0.0,0.24217707251965,0.0011277108611871477,185
Zakiya Leggett,2.0,2.0,0.0,0.24217707251965,0.0011277108611871477,185
Kevin Childs,2.0,2.0,0.0,0.23288648031945236,0.0006114199124802489,1440
Ashley Philbrick,7.0,9.0,169.49653866063812,0.2721213131144809,0.004174306076789758,81
Victoria Adams,9.0,9.0,0.0,0.20686597415758803,0.0016035979862403565,1685
Jennifer Holmes,9.0,9.0,0.0,0.20686597415758803,0.0016035979862403565,1685
Paul Hess,9.0,9.0,0.0,0.20686597415758803,0.0016035979862403565,1685
Hannah Atkins,9.0,9.0,0.0,0.20686597415758803,0.0016035979862403565,1685
Grace Scheidemantle,9.0,9.0,0.0,0.20686597415758803,0.0016035979862403565,1685
Xiaojing Liu,9.0,9.0,0.0,0.20686597415758803,0.0016035979862403565,1685
Mareca Lodge,9.0,9.0,0.0,0.20686597415758803,0.0016035979862403565,1685
Arion Kennedy,9.0,9.0,0.0,0.20686597415758803,0.0016035979862403565,1685
Eric Yanchenko,2.0,2.0,0.0,0.2576116106641426,0.0012035585148842114,185
Kathryn L. Kay,2.0,2.0,0.0,0.23513318934485242,0.0010346289448915056,40
Frederick Breidt,2.0,2.0,0.0,0.23513318934485242,0.0010346289448915056,40
Courtney Klotz,4.0,8.0,0.0,0.23659808751086642,0.008310713000119558,1685
Emilio Balbuena,5.0,5.0,0.0,0.20676120536844772,0.0012793192387873095,1685
Fadia Milhem,5.0,5.0,0.0,0.20676120536844772,0.0012793192387873095,1685
Qingbo Shu,5.0,5.0,0.0,0.20676120536844772,0.0012793192387873095,1685
Xiang Liu,4.0,4.0,0.0,0.2469751966122202,0.0013795207505739747,40
William Hoffmann,4.0,4.0,0.0,0.2469751966122202,0.0013795207505739747,40
Donna Liebelt,3.0,3.0,0.0,0.2369413813116657,0.0007257227442861453,81
Hsuan Chou,1.0,1.0,0.0,0.2206458586677476,0.0011845297936424403,1221
Amara Holder,2.0,2.0,0.0,0.22508614748449346,0.0008055224654064876,1405
Andrew Oakley,4.0,4.0,0.0,0.25451995012468825,0.0012679247257748846,81
Daniel Restrepo-Montoya,2.0,2.0,0.0,0.23588039867109634,0.0007319625780541975,1405
Matthew Neubauer,2.0,2.0,0.0,0.22614596316299682,0.015040390323003675,1221
Emily Delorean,2.0,2.0,0.0,0.23348584501000857,0.0004666205303966042,81
Andrew Pais,3.0,3.0,0.0,0.2549172650640025,0.0011659527994150828,81
Felipe Sanchez,3.0,3.0,0.0,0.207734384938303,0.00015013278006417559,479
Nicolas Cardenas,3.0,3.0,0.0,0.207734384938303,0.00015013278006417559,479
Kyle Freedman,2.0,2.0,0.0,0.22043736501079914,0.00036307304348598245,1405
Kriti Singh,1.0,1.0,0.0,0.266873672168655,0.003234336513726522,1556
Sanjana Banerjee,8.0,9.0,6051.348146013593,0.3070703271906732,0.0151942157084199,1556
Kim Heagy,2.0,2.0,0.0,0.2434769643655882,0.001532993342771357,1405
Daisy Ahumada,8.0,8.0,0.0,0.2682325886990802,0.006422772109363587,185
Paul Cockson,6.0,6.0,0.0,0.23642681337773275,0.0009351766786415875,185
Matthew Davis,6.0,6.0,0.0,0.23642681337773275,0.0009351766786415875,185
David Logan,6.0,6.0,0.0,0.23642681337773275,0.0009351766786415875,185
Gabby Barajas,6.0,6.0,0.0,0.23642681337773275,0.0009351766786415875,185
Reza Soleimani,6.0,8.0,0.0,0.28815952002823364,0.013728166133342183,840
Andreea Biehl,5.0,5.0,0.0,0.21750133191262652,0.001456354148802066,1280
Ramair Colmon,5.0,5.0,0.0,0.21750133191262652,0.001456354148802066,1280
Joshua Henry,5.0,5.0,0.0,0.26854135832922216,0.002756831568493541,185
Vashti Campbell,2.0,2.0,0.0,0.21098191214470285,0.00010466421743635382,1440
Steven Hall,5.0,5.0,1214.0873860936626,0.25107626076260764,0.000636230868092625,1440
Charles Sanders,1.0,1.0,0.0,1.0,1.5403239158493654e-26,739
Jerome Maleski,3.0,3.0,0.0,0.21776236831577545,0.00040323769961281617,81
Xingbo Wu,1.0,1.0,0.0,0.23345246604717657,0.00044589602635373624,81
William C. Allen,1.0,1.0,0.0,0.1880253310305124,0.000027447688507755756,81
Guoying Ma,3.0,3.0,0.0,0.2314342403628118,0.0006105693241527393,81
Takshay K. Patel,2.0,2.0,0.0,0.23288648031945236,0.0006437117143727412,1440
Greer Arthur,3.0,3.0,0.0,0.20160493827160494,0.00010235412206386684,927
Ayse Ercumen,3.0,3.0,0.0,0.20160493827160494,0.00010235412206386684,927
Caitlin Niven,3.0,3.0,0.0,0.20160493827160494,0.00010235412206386684,927
Manik Chandra Biswas,2.0,2.0,0.0,0.2669172932330827,0.003385058955815145,1556
Samit Chakraborty,2.0,2.0,0.0,0.2669172932330827,0.003385058955815145,1556
Tom Bilbo,2.0,2.0,0.0,0.2631748589846898,0.0018002732415095105,185
Okan Pala,4.0,4.0,0.0,0.21646341463414634,0.0003610974095553731,479
Aurora Toennisson,3.0,3.0,0.0,0.2369413813116657,0.0007152605652690517,81
Sherif Hassan Aboubakr,1.0,1.0,0.0,0.19829993928354583,0.000170073592478585,1280
Andres Salcedo,4.0,4.0,0.0,0.23301940639269406,0.0008035252331131468,1440
Hsuan Chen,1.0,1.0,0.0,0.242141162514828,0.001076669190999398,185
William Reckling,4.0,4.0,0.0,0.21646341463414634,0.00038074179532860607,479
Nathan Starliper,4.0,4.0,0.0,0.2760777683854607,0.007682381179929553,1556
Caleb Readling,5.0,5.0,0.0,0.27776832794692974,0.007230028673643849,1556
Alex Boyer,2.0,4.0,0.0,0.19832402234636873,0.0001808322169552378,1280
Celso Castro Bolinaga,2.0,2.0,0.0,0.21744340878828228,0.0002524843448374557,185
Sebastian Zarate,5.0,5.0,0.0,0.2660475724991854,0.003149420976410529,897
Katie Barnhill,5.0,5.0,0.0,0.2660475724991854,0.003149420976410529,897
Jay Rickabaugh,6.0,6.0,0.0,0.2927047858039075,0.005508614129121721,879
Christopher Pascual,3.0,3.0,0.0,0.24563778580024068,0.0005585769273845848,1440
Jeffrey Johnson,3.0,3.0,0.0,0.2635996771589992,0.0017543422383409285,897
Jack Kurki-Fox,3.0,3.0,0.0,0.2635996771589992,0.0017543422383409285,897
Ranji Ranjithan,7.0,7.0,0.0,0.2665252162559164,0.00912703701356406,40
Amanda Karam,7.0,7.0,0.0,0.2665252162559164,0.00912703701356406,40
Yi-Chun Lai,7.0,7.0,0.0,0.2665252162559164,0.00912703701356406,40
Yusuf Kurt,2.0,2.0,0.0,0.2335192335192335,0.0049501140865460804,1405
John Frampton,2.0,2.0,0.0,0.2335192335192335,0.0049501140865460804,1405
Troy Edward Gilmore,1.0,1.0,0.0,0.263514603840568,0.00159347694498447,897
Eshwar Ravishankar,1.0,1.0,0.0,0.22627130386587224,0.0001950227583616943,1440
Dara Bloom,2.0,2.0,0.0,0.2335192335192335,0.0009057749988530987,185
Angel Cruz,3.0,3.0,0.0,0.22046712569191307,0.0004414425865318621,1405
Hannah Dankbar,3.0,3.0,0.0,0.22046712569191307,0.0004414425865318621,1405
Elizabeth Rachel Wood,3.0,3.0,0.0,0.23355263157894737,0.0058488351230681565,1405
Graham F. Ford,3.0,3.0,0.0,0.23355263157894737,0.005810561258172935,1405
Richard Wysk,4.0,4.0,0.0,0.2113915857605178,0.00028617383719946126,735
Paul Cohen,4.0,4.0,0.0,0.2113915857605178,0.00028617383719946126,735
Omar Halawani,3.0,3.0,0.0,0.24181845105878869,0.0011218102036271204,40
Adrian Smith,3.0,3.0,0.0,0.24181845105878869,0.0011218102036271204,40
Chadi Sayde,11.0,19.0,2998.86280549565,0.27776832794692974,0.003271442031355391,185
Jordan Kern,5.0,8.0,9.0,1.0,2.720330352048223e-19,781
Natalie Nelson,60.0,91.0,96103.23019038749,0.35772179627601314,0.036936169620880664,897
Georgina Sanchez,22.0,40.0,1713.6923389621534,0.22784986744802568,0.0009197752178112548,479
Ross Meentemeyer,66.0,215.0,32548.106066119624,0.24138950480413895,0.0022103754456575817,479
Rodolphe Barrangou,63.0,171.0,72303.32166305007,0.30969087805803147,0.16364600330696275,1685
Jack Wang,47.0,184.0,9868.448869947859,0.292076551600787,0.23094019520370265,1221
Joel Ducoste,28.0,52.0,10001.185941882177,0.29897473452947637,0.11201119721816843,1221
Fikret Isik,51.0,136.0,45113.27350856933,0.30455054084296906,0.1144551302201111,1405
Deepti Salvi,10.0,19.0,5905.099920418541,0.2525908739365816,0.001817404501295157,897
Craig Yencho,60.0,132.0,53677.205907799966,0.3451701543014162,0.038386479525676365,897
James Holland,65.0,126.0,49870.29568229229,0.29696308419712675,0.015391770768818648,1405
Joseph Murphy,30.0,102.0,7658.492457890948,0.2795275590551181,0.01215494554342861,1405
Omar Marwan Awartani,5.0,11.0,0.6666666666666666,0.2684530659214204,0.002514863727666418,48
Brendan O'Connor,24.0,72.0,4646.112951773969,0.2859894921190893,0.006961264582995832,48
Michael Kudenov,82.0,196.0,146615.4559997741,0.3598501542529749,0.04152578063527973,48
Jacob Jones,108.0,321.0,144676.05623076516,0.3329255861365953,0.01929850882388029,879
Michael Daniele,131.0,340.0,124807.36127832485,0.3253636182506475,0.0930605349924419,840
Franky So,7.0,9.0,722.2771690584977,0.2825748399377055,0.0035634811738725976,48
Harald Ade,10.0,13.0,947.7064424503902,0.28272160664819945,0.003997475396928599,48
Alexandra Henriques,3.0,4.0,0.5,0.24988523335883703,0.0010484732408162086,879
Matthew J. Cabral,2.0,2.0,0.0,0.2498470012239902,0.0008932385903168912,879
Raphael Prodromou,22.0,40.0,666.539617875964,0.26818853670553455,0.028256091299152533,840
Kevin Day,10.0,15.0,5.308988957902,0.25169543773119607,0.014583392320579234,840
John Schneible,20.0,33.0,1217.7950525243257,0.2638126009693053,0.02182458789702636,840
Adriana San Miguel,10.0,14.0,11.234022277933569,0.25523601125351675,0.016816813236505714,840
Vladimir Pozdin,34.0,71.0,9296.034770889706,0.2987559458470545,0.03953216106640654,840
Stefano Menegatti,57.0,157.0,22720.617678959985,0.2824770800899498,0.05068328730509148,840
Qingshan Wei,66.0,149.0,65032.10961894862,0.31289519064954974,0.019850641703086914,1470
Yong Zhu,39.0,68.0,38420.82324106771,0.2868938861560084,0.023813342326745934,1556
Giwon Lee,16.0,25.0,337.195240462948,0.2631748589846898,0.00764271713716958,1470
Brandyn Moore,23.0,44.0,352.52106913642353,0.2664817232375979,0.030163972497749287,840
Wenning Chu,30.0,76.0,4589.455461555655,0.2746384123780693,0.034342704025053974,840
Halston Deal,20.0,33.0,286.30333827567114,0.2556355666875391,0.022036410148906595,840
Ashley Brown,48.0,74.0,32896.4132199898,0.2783364581557866,0.03725032965854025,840
Sina Jamalzadegan,28.0,38.0,8490.835112621504,0.2999632623071271,0.012625465517563866,1470
Sooyoung Kim,6.0,6.0,0.0,0.25247371675943103,0.0035061460083929685,1470
Noor Mohammad,27.0,43.0,1397.7049136502994,0.25970101781170485,0.007668716607292358,1470
Zach Hetzler,21.0,35.0,4608.6063355853485,0.2924426934097421,0.008128401432861365,1470
Michael Dickey,32.0,49.0,22238.598578051096,0.30045998160073595,0.02151452317074035,1470
Harry Schrickx,15.0,31.0,130.0003788597498,0.2728032074841296,0.005267250971942918,48
Somayeh Kashani,5.0,5.0,0.0,0.2684530659214204,0.0026151654263329776,48
Kan Ding,5.0,5.0,0.0,0.2684530659214204,0.0026151654263329776,48
Sooik Im,11.0,12.0,1330.3888608221216,0.2724845653262139,0.008954223989181291,1470
Ethan Frey,6.0,6.0,0.0,0.2525518094648933,0.0031774118776216644,1470
Jan Genzer,9.0,9.0,2401.816605407509,0.27635809781688947,0.0040800464451713,1470
Man Hou Vong,6.0,6.0,0.0,0.2525518094648933,0.0031774118776216652,1470
Frances Ligler,39.0,55.0,53046.0976767773,0.30626406601650413,0.024579812077681708,840
Amanda Mills,10.0,13.0,410.2919649883061,0.25459931400062363,0.00923536608638165,1556
John Muth,17.0,32.0,48.78510503614426,0.25928866306764053,0.01628559499279485,1556
Alper Bozkurt,106.0,332.0,81435.87788704016,0.3281093027928471,0.06893671545208542,1556
Abhishek Malhotra,9.0,10.0,18.762080504992582,0.2545596258768511,0.009971442319344114,1556
Shanshan Yao,20.0,27.0,4951.164665609284,0.27819420783645654,0.01766066811279053,1556
Brendan Turner,9.0,22.0,2.768210881190421,0.25007656967840736,0.013200921812953395,840
Katie Kilgour,7.0,16.0,0.75,0.2499617327414664,0.010282944678397313,840
Parth Chansoria,9.0,19.0,9.666666666666666,0.2075231922734782,0.0004259871337332718,735
Suleman Asif,5.0,10.0,0.0,0.2074177568906389,0.0002850060105401421,735
Jorge Piedrahita,5.0,8.0,0.0,0.2074177568906389,0.0002850060105401421,735
Rohan Shirwaiker,44.0,97.0,51625.46121582071,0.26148919135308246,0.0050732185436969165,735
Hannah Nissan,1.0,1.0,0.0,0.24552698842279355,0.00421067354912066,840
Jun Liu,8.0,8.0,0.0,0.23773475032755859,0.0018864768557152706,1280
Ankit Negi,8.0,8.0,0.0,0.23773475032755859,0.0018864768557152706,1280
Anastasia Timofeeva,14.0,18.0,2231.1112782854048,0.2434406678592725,0.003079135418021864,1280
Xuanyi Zhang,8.0,8.0,0.0,0.23773475032755859,0.0018864768557152706,1280
Kara Peters,49.0,172.0,51877.79422948841,0.24731182795698925,0.0037403181998932906,1280
Divine Kumah,8.0,8.0,0.0,0.23773475032755859,0.0018864768557152701,1280
Xiaoning Jiang,17.0,31.0,19707.995778314547,0.27009593119417796,0.0033119529809925953,879
HWANG PILL KIM,8.0,8.0,0.0,0.23773475032755859,0.0018864768557152701,1280
James LeBeau,10.0,18.0,7.0,0.25015318627450983,0.0014214967313084966,879
Chuanzhen Zhou,5.0,13.0,2.0,0.2499617327414664,0.0011612654780289542,879
Ching-Chang Chung,24.0,52.0,2370.7023016710277,0.26544213263979194,0.003624708702455031,879
Kony Chatterjee,6.0,11.0,0.0,0.24727437916414294,0.005024591226167533,1556
Tushar Ghosh,11.0,31.0,70.30093636925422,0.2547581903276131,0.006361906340349493,1556
Talha Agcayazi,15.0,34.0,202.2594792422251,0.2549172650640025,0.008412446675631147,1556
Jiayi Yang,6.0,6.0,0.0,0.2590007930214116,0.00709744125602099,1470
Praneshnandan Nithyanandam,6.0,6.0,0.0,0.2590007930214116,0.00709744125602099,1470
Jinwoo Ma,6.0,6.0,0.0,0.2590007930214116,0.00709744125602099,1470
Mike Wilkins,18.0,21.0,4380.797436113909,0.297938332421091,0.019119984812029298,840
Pratik Sen,17.0,46.0,24.41666666666667,0.2689836929665623,0.004937291031569592,48
Ruonan Yang,6.0,19.0,20.429958929958925,0.2684972048668201,0.00266927591746394,48
Carr Ho,5.0,5.0,0.0,0.2684530659214204,0.002585205908522553,48
Sydney Gyurek,9.0,12.0,30.043702287572906,0.27253004005340453,0.004409593115286847,48
Colleen Doherty,27.0,50.0,26125.967221655945,0.3103382744203725,0.015493965959771169,81
Caleb Moore,6.0,6.0,0.0,0.27239366138448706,0.003315122156022009,48
Edmaritz Hernandez Pagan,6.0,6.0,0.0,0.27239366138448706,0.003315122156022009,48
Kaila Peterson,14.0,23.0,1875.1177845263765,0.29077635327635326,0.019115597492214143,840
RAJENDRA SHUKLA,2.0,2.0,0.0,0.2455639097744361,0.005073858101169854,840
Seema Nandi,7.0,7.0,0.0,0.2550765385816932,0.011512123064584372,840
Emily Mihalko,7.0,11.0,0.0,0.2550765385816932,0.011512123064584372,840
Kimberly Nellenbach,21.0,28.0,5932.622859426675,0.2713526088401462,0.01820554405467175,25
David Jordan,108.0,433.0,83369.00080882089,0.33774560496380557,0.053697290358246164,185
Jeffrey Dunne,23.0,34.0,17936.074829744135,0.30834592145015105,0.012013389386933953,185
Barbara Shew,27.0,65.0,1863.28975621618,0.28058419243986255,0.014203481116158882,185
Rick Brandenburg,35.0,91.0,3229.7815203276,0.2813576843556168,0.01589582672260555,185
Harold Stalker,5.0,5.0,0.0,0.264410621761658,0.004793802559757074,185
Daniel Joseph Anco,15.0,26.0,552.083710935949,0.2740852635112454,0.0092607368787925,185
Debjani Sihi,0.0,0.0,0.0,0.0,1.9034521617055686e-233,304
Patrick Edgington,6.0,10.0,0.5,0.2593710292249047,0.0016468534607372402,879
Roderick Rejesus,19.0,37.0,11749.858484168439,0.2731682837069254,0.003922603623693796,927
Serkan Aglasan,7.0,12.0,443.05582684283456,0.25069081977279706,0.002284997517726495,927
Yuyuan Che,4.0,5.0,26.73756593965846,0.23192728305638405,0.0010200706701337452,927
Chris Reberg-Horton,80.0,150.0,75397.52752864522,0.32523401712806216,0.03431561826396425,185
David Suchoff,51.0,103.0,36125.703334518155,0.3194444444444444,0.023895845335220576,185
Matthew Vann,35.0,88.0,19740.921804795016,0.30666666666666664,0.02168166409572696,185
Alex Woodley,57.0,89.0,53514.79053725921,0.3119388729703916,0.026114615190180927,185
Shwetha Ramanathan,3.0,9.0,0.0,0.24549007817197835,0.0022616796683969185,185
Travis Gannon,8.0,14.0,104.23497784194781,0.26279369166398453,0.007774306268429001,185
Anna Locke,29.0,61.0,20982.28416863639,0.3233663366336634,0.020319209276562677,1287
Wesley Everman,29.0,124.0,3767.7392084949556,0.30007350238882763,0.021842556733384394,185
Resham Thapa,5.0,8.0,0.0,0.25061387354205034,0.002195369654704955,927
Brian Davis,5.0,7.0,0.0,0.25061387354205034,0.002195369654704955,927
Sarah Seehaver,8.0,11.0,700.1323942476079,0.2669172932330827,0.005458102092570971,927
Virginia Moore,8.0,10.0,249.18729195695562,0.2620767132081528,0.0051220124005331375,185
Andrew Hare,28.0,75.0,527.0050222284704,0.2645391219828285,0.018912269676396656,185
Keith Edmisten,22.0,29.0,1128.343774031119,0.2850410193751091,0.017705251975599263,185
